VARIANT,PROJ_YEAR,param_mean,param_sd,ndraw,param_cv,pred_cv
WC,95,361.713079603819,2.74915638123818,30,0.00760037868757555,0.120240449750467
WC,100,371.779535651646,2.57277705534727,30,0.00692016856397909,0.120199370767712
WS,0,8.12813052579167,0,30,0,0.12
WS,5,26.5006426861023,0.433599075862674,30,0.0163618324656732,0.121110319798252
WS,10,36.9811953795556,1.10265406524616,30,0.0298166150101178,0.123648819366226
WS,15,49.2913469232719,1.94230495492572,30,0.0394045826734895,0.126304082022997
WS,20,63.1404043453772,2.85595541677542,30,0.045231820201109,0.128241637383127
WS,25,77.8667426724941,3.64455757905852,30,0.0468050602089194,0.128804944241906
WS,30,92.822573857269,4.35865580750388,30,0.0469568514034752,0.128860179627874
WS,35,107.457214003857,4.98251048763531,30,0.0463673894193506,0.128646549901526
WS,40,121.705575614944,5.42074448891883,30,0.0445398204768296,0.127999201591683
WS,45,135.602924105512,5.72286087032844,30,0.0422030786436104,0.127204952132371
WS,50,149.040464334175,6.0264907269385,30,0.0404352653748181,0.126629422670768
WS,55,162.05242922298,6.24820622321152,30,0.0385566958370872,0.126042131027183
WS,60,174.427992720588,6.43054790986571,30,0.0368664903469173,0.125535405804495
WS,65,186.127408371705,6.63020411701692,30,0.0356218580327305,0.12517554381629
WS,70,197.435992738825,6.89469604321013,30,0.0349211708947653,0.12497795076197
WS,75,208.23291425914,7.08052216369614,30,0.0340028961746394,0.124724484157135
WS,80,218.627763615348,7.26091977595002,30,0.0332113344429796,0.124511014514715
WS,85,228.581107862418,7.29743414241772,30,0.0319249224516403,0.124174074079669
WS,90,238.063310022135,7.24801707983037,30,0.0304457544472371,0.123802035378508
WS,95,246.939433257135,7.16805901371469,30,0.0290275996796781,0.123460931242088
WS,100,255.278123599614,7.03701026956683,30,0.0275660529399844,0.123125494007902
