model,dist_mode,state,scenario,total_2100_TgC,forest_2100_TgC,hwp_2100_TgC,npv_0.03,npv_0.05
FVS_cal,disturbed,IL,reserve,241,241,0,0,0
FVS_def,nodisturb,IL,reserve,275.5,275.5,0,0,0
FVS_def,disturbed,IL,reserve,272.4,272.4,0,0,0
YieldCurve,nodisturb,IL,reserve,181.7,181.7,0,0,0
YieldCurve,disturbed,IL,reserve,179.3,179.3,0,0,0
CBM,nodisturb,IN,BAU,293.3,289.6,3.7,101,63
CBM,disturbed,IN,BAU,291.1,287.4,3.7,101,63
CEM,nodisturb,IN,BAU,118.1,116.2,1.9,65,44
CEM,disturbed,IN,BAU,116.9,115.1,1.9,64,44
FVS_cal,nodisturb,IN,BAU,299.2,295.3,3.9,105,65
FVS_cal,disturbed,IN,BAU,296.9,293.1,3.9,104,65
FVS_def,nodisturb,IN,BAU,344.1,339.7,4.3,113,69
FVS_def,disturbed,IN,BAU,341.6,337.3,4.3,113,69
LANDIS,nodisturb,IN,BAU,561.7,555.4,6.4,151,89
LANDIS,disturbed,IN,BAU,558.2,551.8,6.4,151,89
YieldCurve,nodisturb,IN,BAU,219.1,215.9,3.1,93,59
YieldCurve,disturbed,IN,BAU,217.2,214.1,3.1,92,59
CBM,nodisturb,IN,conservation,301.2,299.6,1.5,41,26
CBM,disturbed,IN,conservation,299,297.5,1.5,41,26
CEM,nodisturb,IN,conservation,122.5,121.7,0.8,26,18
CEM,disturbed,IN,conservation,121.3,120.5,0.8,26,18
FVS_cal,nodisturb,IN,conservation,307.4,305.8,1.6,42,26
FVS_cal,disturbed,IN,conservation,305.1,303.5,1.6,42,26
FVS_def,nodisturb,IN,conservation,353.1,351.3,1.8,46,28
FVS_def,disturbed,IN,conservation,350.6,348.8,1.8,46,28
LANDIS,nodisturb,IN,conservation,574.5,571.9,2.6,61,36
LANDIS,disturbed,IN,conservation,570.9,568.3,2.6,61,36
YieldCurve,nodisturb,IN,conservation,226,224.7,1.3,37,24
YieldCurve,disturbed,IN,conservation,224.1,222.8,1.3,37,24
CBM,nodisturb,IN,intensive,274.6,265.8,8.8,247,156
CBM,disturbed,IN,intensive,272.6,263.8,8.8,246,155
CEM,nodisturb,IN,intensive,107.7,103.3,4.4,157,108
CEM,disturbed,IN,intensive,106.6,102.2,4.4,157,108
FVS_cal,nodisturb,IN,intensive,279.7,270.5,9.2,255,160
FVS_cal,disturbed,IN,intensive,277.5,268.3,9.2,255,160
FVS_def,nodisturb,IN,intensive,322.6,312.3,10.3,275,170
FVS_def,disturbed,IN,intensive,320.2,309.9,10.3,275,170
LANDIS,nodisturb,IN,intensive,531.3,516,15.3,370,219
LANDIS,disturbed,IN,intensive,527.8,512.6,15.2,369,219
YieldCurve,nodisturb,IN,intensive,202.7,195.3,7.4,226,146
YieldCurve,disturbed,IN,intensive,200.9,193.5,7.4,225,146
CBM,nodisturb,IN,reserve,306.5,306.5,0,0,0
CBM,disturbed,IN,reserve,304.3,304.3,0,0,0
CEM,nodisturb,IN,reserve,125.5,125.5,0,0,0
CEM,disturbed,IN,reserve,124.3,124.3,0,0,0
FVS_cal,nodisturb,IN,reserve,313,313,0,0,0
FVS_cal,disturbed,IN,reserve,310.7,310.7,0,0,0
FVS_def,nodisturb,IN,reserve,359.3,359.3,0,0,0
FVS_def,disturbed,IN,reserve,356.7,356.7,0,0,0
LANDIS,nodisturb,IN,reserve,583.2,583.2,0,0,0
LANDIS,disturbed,IN,reserve,579.6,579.6,0,0,0
YieldCurve,nodisturb,IN,reserve,230.7,230.7,0,0,0
YieldCurve,disturbed,IN,reserve,228.8,228.8,0,0,0
CBM,nodisturb,KS,BAU,125.9,125.3,0.5,10,6
CBM,disturbed,KS,BAU,124.2,123.6,0.5,10,6
CEM,nodisturb,KS,BAU,40.9,40.7,0.2,6,4
CEM,disturbed,KS,BAU,40.1,39.8,0.2,6,4
FVS_cal,nodisturb,KS,BAU,83.3,82.9,0.4,8,5
FVS_cal,disturbed,KS,BAU,82,81.6,0.4,8,5
FVS_def,nodisturb,KS,BAU,89,88.6,0.4,9,5
FVS_def,disturbed,KS,BAU,87.6,87.2,0.4,9,5
YieldCurve,nodisturb,KS,BAU,81.7,81.3,0.4,8,5
YieldCurve,disturbed,KS,BAU,80.4,80,0.4,8,5
CBM,nodisturb,KS,conservation,126.9,126.7,0.2,4,2
CBM,disturbed,KS,conservation,125.2,125,0.2,4,2
CEM,nodisturb,KS,conservation,41.4,41.4,0.1,2,2
CEM,disturbed,KS,conservation,40.6,40.5,0.1,2,2
FVS_cal,nodisturb,KS,conservation,84.2,84,0.1,3,2
FVS_cal,disturbed,KS,conservation,82.9,82.7,0.1,3,2
FVS_def,nodisturb,KS,conservation,89.9,89.8,0.2,3,2
FVS_def,disturbed,KS,conservation,88.5,88.4,0.2,3,2
YieldCurve,nodisturb,KS,conservation,82.5,82.3,0.1,3,2
YieldCurve,disturbed,KS,conservation,81.2,81.1,0.1,3,2
CBM,nodisturb,KS,intensive,123.5,122.2,1.2,24,14
CBM,disturbed,KS,intensive,121.8,120.6,1.2,24,14
CEM,nodisturb,KS,intensive,39.7,39.1,0.5,15,10
CEM,disturbed,KS,intensive,38.9,38.3,0.5,14,10
FVS_cal,nodisturb,KS,intensive,81.4,80.5,0.9,20,12
FVS_cal,disturbed,KS,intensive,80.1,79.2,0.9,20,12
FVS_def,nodisturb,KS,intensive,87.1,86.1,1,21,13
FVS_def,disturbed,KS,intensive,85.7,84.7,1,21,13
YieldCurve,nodisturb,KS,intensive,79.8,78.9,0.9,20,12
YieldCurve,disturbed,KS,intensive,78.6,77.7,0.9,20,12
CBM,nodisturb,KS,reserve,127.6,127.6,0,0,0
CBM,disturbed,KS,reserve,125.9,125.9,0,0,0
CEM,nodisturb,KS,reserve,41.8,41.8,0,0,0
CEM,disturbed,KS,reserve,41,41,0,0,0
FVS_cal,nodisturb,KS,reserve,84.7,84.7,0,0,0
FVS_cal,disturbed,KS,reserve,83.4,83.4,0,0,0
FVS_def,nodisturb,KS,reserve,90.5,90.5,0,0,0
FVS_def,disturbed,KS,reserve,89.1,89.1,0,0,0
YieldCurve,nodisturb,KS,reserve,83,83,0,0,0
YieldCurve,disturbed,KS,reserve,81.7,81.7,0,0,0
CBM,nodisturb,KY,BAU,519.3,476.8,42.5,479,309
CBM,disturbed,KY,BAU,505.9,464.1,41.8,475,307
CEM,nodisturb,KY,BAU,121.5,103.8,17.7,304,219
CEM,disturbed,KY,BAU,115,97.7,17.3,301,218
FVS_cal,nodisturb,KY,BAU,726.4,668.5,57.9,604,375
FVS_cal,disturbed,KY,BAU,708.6,651.6,57,599,373
FVS_def,nodisturb,KY,BAU,877,810.1,66.9,663,404
FVS_def,disturbed,KY,BAU,856.8,790.9,65.9,657,401
YieldCurve,nodisturb,KY,BAU,282.4,249,33.4,445,297
YieldCurve,disturbed,KY,BAU,271.1,238.3,32.7,441,295
CBM,nodisturb,KY,conservation,609.3,590.7,18.6,198,125
CBM,disturbed,KY,conservation,594.8,576.5,18.3,196,124
CEM,nodisturb,KY,conservation,167,158.8,8.2,126,89
CEM,disturbed,KY,conservation,159.7,151.8,8,125,89
FVS_cal,nodisturb,KY,conservation,845.9,820.7,25.2,249,152
FVS_cal,disturbed,KY,conservation,826.6,801.8,24.8,247,151
FVS_def,nodisturb,KY,conservation,1012.2,983.2,29,273,164
FVS_def,disturbed,KY,conservation,990.4,961.8,28.6,271,162
YieldCurve,nodisturb,KY,conservation,359.6,344.7,14.9,184,120
YieldCurve,disturbed,KY,conservation,347.3,332.6,14.7,183,120
CBM,nodisturb,KY,intensive,378,302,76,973,651
CBM,disturbed,KY,intensive,366.6,292,74.6,964,647
CEM,nodisturb,KY,intensive,56.7,28.8,27.9,609,461
CEM,disturbed,KY,intensive,51.4,24.3,27.1,603,458
FVS_cal,nodisturb,KY,intensive,535.9,430.9,104.9,1230,792
FVS_cal,disturbed,KY,intensive,520.7,417.6,103.1,1218,787
FVS_def,nodisturb,KY,intensive,659.2,536.7,122.5,1352,854
FVS_def,disturbed,KY,intensive,641.9,521.4,120.5,1340,848
YieldCurve,nodisturb,KY,intensive,165.6,109,56.6,898,625
YieldCurve,disturbed,KY,intensive,156.2,100.8,55.4,890,621
CBM,nodisturb,KY,reserve,676.1,676.1,0,0,0
CBM,disturbed,KY,reserve,660.8,660.8,0,0,0
CEM,nodisturb,KY,reserve,202.1,202.1,0,0,0
CEM,disturbed,KY,reserve,194.4,194.4,0,0,0
FVS_cal,nodisturb,KY,reserve,933.8,933.8,0,0,0
FVS_cal,disturbed,KY,reserve,913.6,913.6,0,0,0
FVS_def,nodisturb,KY,reserve,1111.1,1111.1,0,0,0
FVS_def,disturbed,KY,reserve,1088.2,1088.2,0,0,0
YieldCurve,nodisturb,KY,reserve,417.9,417.9,0,0,0
YieldCurve,disturbed,KY,reserve,404.8,404.8,0,0,0
CBM,nodisturb,LA,BAU,423,398.5,24.5,245,158
CBM,disturbed,LA,BAU,414.4,390.2,24.2,244,158
CEM,nodisturb,LA,BAU,217.5,202.8,14.7,173,118
CEM,disturbed,LA,BAU,212.1,197.6,14.5,172,118
FVS_cal,nodisturb,LA,BAU,464.9,436.8,28.2,277,176
FVS_cal,disturbed,LA,BAU,455.1,427.3,27.8,276,175
FVS_def,nodisturb,LA,BAU,620,585.4,34.6,316,196
FVS_def,disturbed,LA,BAU,608.1,573.9,34.2,314,195
YieldCurve,nodisturb,LA,BAU,654.5,619,35.5,318,196
YieldCurve,disturbed,LA,BAU,642.4,607.3,35.1,316,195
CBM,nodisturb,LA,conservation,477.4,467.4,10,96,61
CBM,disturbed,LA,conservation,468.3,458.4,9.9,96,61
CEM,nodisturb,LA,conservation,252.5,246.4,6.1,68,46
CEM,disturbed,LA,conservation,246.7,240.7,6,68,45
FVS_cal,nodisturb,LA,conservation,527.5,516,11.5,109,68
FVS_cal,disturbed,LA,conservation,517.1,505.7,11.4,108,68
FVS_def,nodisturb,LA,conservation,694.4,680.3,14.1,124,76
FVS_def,disturbed,LA,conservation,681.8,667.9,13.9,123,75
YieldCurve,nodisturb,LA,conservation,730.1,715.7,14.4,124,76
YieldCurve,disturbed,LA,conservation,717.3,703,14.3,124,75
CBM,nodisturb,LA,intensive,333.5,287,46.5,510,338
CBM,disturbed,LA,intensive,325.8,279.9,45.9,507,337
CEM,nodisturb,LA,intensive,161.3,134.1,27.2,358,252
CEM,disturbed,LA,intensive,156.5,129.8,26.7,356,251
FVS_cal,nodisturb,LA,intensive,361.8,308.3,53.5,577,377
FVS_cal,disturbed,LA,intensive,352.9,300.1,52.8,573,375
FVS_def,nodisturb,LA,intensive,495.9,429.4,66.5,659,419
FVS_def,disturbed,LA,intensive,485.3,419.6,65.7,655,417
YieldCurve,nodisturb,LA,intensive,528.3,459.8,68.5,663,419
YieldCurve,disturbed,LA,intensive,517.3,449.7,67.7,659,417
CBM,nodisturb,LA,reserve,513.8,513.8,0,0,0
CBM,disturbed,LA,reserve,504.3,504.3,0,0,0
CEM,nodisturb,LA,reserve,276.1,276.1,0,0,0
CEM,disturbed,LA,reserve,270.1,270.1,0,0,0
FVS_cal,nodisturb,LA,reserve,569.3,569.3,0,0,0
FVS_cal,disturbed,LA,reserve,558.5,558.5,0,0,0
FVS_def,nodisturb,LA,reserve,743.8,743.8,0,0,0
FVS_def,disturbed,LA,reserve,730.8,730.8,0,0,0
YieldCurve,nodisturb,LA,reserve,780.2,780.2,0,0,0
YieldCurve,disturbed,LA,reserve,767,767,0,0,0
CBM,nodisturb,MA,BAU,143,142.2,0.8,34,22
CBM,disturbed,MA,BAU,139,138.3,0.8,34,22
FVS_cal,nodisturb,MA,BAU,274.9,273.6,1.3,50,30
FVS_cal,disturbed,MA,BAU,268.4,267.1,1.3,49,30
FVS_def,nodisturb,MA,BAU,318.1,316.6,1.5,54,32
FVS_def,disturbed,MA,BAU,310.9,309.4,1.4,53,32
YieldCurve,nodisturb,MA,BAU,135.4,134.7,0.8,35,22
YieldCurve,disturbed,MA,BAU,131.4,130.7,0.8,35,22
CBM,nodisturb,MA,conservation,144.7,144.4,0.3,14,9
CBM,disturbed,MA,conservation,140.7,140.4,0.3,14,9
FVS_cal,nodisturb,MA,conservation,277.6,277.1,0.5,20,12
FVS_cal,disturbed,MA,conservation,271.1,270.5,0.5,20,12
FVS_def,nodisturb,MA,conservation,321,320.4,0.6,22,13
FVS_def,disturbed,MA,conservation,313.8,313.2,0.6,22,13
YieldCurve,nodisturb,MA,conservation,137.1,136.8,0.3,14,9
YieldCurve,disturbed,MA,conservation,133.1,132.8,0.3,14,9
CBM,nodisturb,MA,intensive,138.8,136.9,1.9,86,55
CBM,disturbed,MA,intensive,134.9,133,1.9,85,55
FVS_cal,nodisturb,MA,intensive,268.2,264.9,3.3,125,76
FVS_cal,disturbed,MA,intensive,261.8,258.6,3.2,124,75
FVS_def,nodisturb,MA,intensive,310.7,307,3.7,135,80
FVS_def,disturbed,MA,intensive,303.6,300,3.6,134,80
YieldCurve,nodisturb,MA,intensive,131.2,129.3,1.9,88,57
YieldCurve,disturbed,MA,intensive,127.2,125.3,1.9,87,56
CBM,nodisturb,MA,reserve,145.8,145.8,0,0,0
CBM,disturbed,MA,reserve,141.8,141.8,0,0,0
FVS_cal,nodisturb,MA,reserve,279.4,279.4,0,0,0
FVS_cal,disturbed,MA,reserve,272.9,272.9,0,0,0
FVS_def,nodisturb,MA,reserve,323,323,0,0,0
FVS_def,disturbed,MA,reserve,315.8,315.8,0,0,0
YieldCurve,nodisturb,MA,reserve,138.3,138.3,0,0,0
YieldCurve,disturbed,MA,reserve,134.2,134.2,0,0,0
CBM,nodisturb,MD,BAU,140.9,139.9,1,51,32
CBM,disturbed,MD,BAU,138.6,137.6,1,51,32
CEM,nodisturb,MD,BAU,68.2,67.6,0.6,36,24
CEM,disturbed,MD,BAU,66.8,66.2,0.6,36,24
FVS_cal,nodisturb,MD,BAU,117,116,1,51,32
FVS_cal,disturbed,MD,BAU,114.8,113.9,0.9,51,32
FVS_def,nodisturb,MD,BAU,146.8,145.7,1.1,56,35
FVS_def,disturbed,MD,BAU,144.3,143.2,1.1,56,35
YieldCurve,nodisturb,MD,BAU,99.5,98.7,0.9,48,31
YieldCurve,disturbed,MD,BAU,97.6,96.7,0.8,48,31
CBM,nodisturb,MD,conservation,143,142.6,0.4,20,13
CBM,disturbed,MD,conservation,140.8,140.4,0.4,20,13
CEM,nodisturb,MD,conservation,69.5,69.3,0.2,14,10
CEM,disturbed,MD,conservation,68.2,67.9,0.2,14,10
FVS_cal,nodisturb,MD,conservation,119.1,118.7,0.4,20,13
FVS_cal,disturbed,MD,conservation,116.9,116.6,0.4,20,13
FVS_def,nodisturb,MD,conservation,149.2,148.8,0.4,22,14
FVS_def,disturbed,MD,conservation,146.7,146.3,0.4,22,14
YieldCurve,nodisturb,MD,conservation,101.5,101.2,0.3,19,12
YieldCurve,disturbed,MD,conservation,99.5,99.2,0.3,19,12
CBM,nodisturb,MD,intensive,135.7,133.3,2.4,124,79
CBM,disturbed,MD,intensive,133.5,131.1,2.4,123,78
CEM,nodisturb,MD,intensive,64.9,63.5,1.4,87,59
CEM,disturbed,MD,intensive,63.5,62.1,1.4,87,59
FVS_cal,nodisturb,MD,intensive,111.9,109.6,2.3,124,79
FVS_cal,disturbed,MD,intensive,109.8,107.5,2.3,123,79
FVS_def,nodisturb,MD,intensive,141,138.3,2.7,136,86
FVS_def,disturbed,MD,intensive,138.6,135.9,2.7,135,85
YieldCurve,nodisturb,MD,intensive,94.9,92.9,2.1,116,76
YieldCurve,disturbed,MD,intensive,93,91,2,116,76
CBM,nodisturb,MD,reserve,144.5,144.5,0,0,0
CBM,disturbed,MD,reserve,142.2,142.2,0,0,0
CEM,nodisturb,MD,reserve,70.5,70.5,0,0,0
CEM,disturbed,MD,reserve,69.1,69.1,0,0,0
FVS_cal,nodisturb,MD,reserve,120.5,120.5,0,0,0
FVS_cal,disturbed,MD,reserve,118.3,118.3,0,0,0
FVS_def,nodisturb,MD,reserve,150.8,150.8,0,0,0
FVS_def,disturbed,MD,reserve,148.3,148.3,0,0,0
YieldCurve,nodisturb,MD,reserve,102.8,102.8,0,0,0
YieldCurve,disturbed,MD,reserve,100.8,100.8,0,0,0
CBM,nodisturb,ME,BAU,513.4,510.7,2.7,22,14
CBM,disturbed,ME,BAU,507.2,504.5,2.7,22,14
FVS_cal,nodisturb,ME,BAU,536.8,534,2.9,23,15
FVS_cal,disturbed,ME,BAU,530.1,527.3,2.8,23,15
FVS_def,nodisturb,ME,BAU,806.5,802.8,3.8,27,17
FVS_def,disturbed,ME,BAU,798,794.3,3.7,27,17
LANDIS,nodisturb,ME,BAU,1154.8,1150,4.9,32,19
LANDIS,disturbed,ME,BAU,1144.2,1139.4,4.8,32,19
YieldCurve,nodisturb,ME,BAU,597,594,3.1,24,15
YieldCurve,disturbed,ME,BAU,589.9,586.9,3,24,15
CBM,nodisturb,ME,conservation,519.2,518.1,1.1,9,6
CBM,disturbed,ME,conservation,512.9,511.8,1.1,9,6
FVS_cal,nodisturb,ME,conservation,542.9,541.8,1.2,10,6
FVS_cal,disturbed,ME,conservation,536.2,535,1.2,10,6
FVS_def,nodisturb,ME,conservation,814.2,812.6,1.5,11,7
FVS_def,disturbed,ME,conservation,805.6,804.1,1.5,11,7
LANDIS,nodisturb,ME,conservation,1164.2,1162.2,2,13,8
LANDIS,disturbed,ME,conservation,1153.5,1151.6,2,13,8
YieldCurve,nodisturb,ME,conservation,603.5,602.3,1.3,10,6
YieldCurve,disturbed,ME,conservation,596.4,595.1,1.3,10,6
CBM,nodisturb,ME,intensive,498.7,491.9,6.7,56,36
CBM,disturbed,ME,intensive,492.5,485.8,6.7,55,35
FVS_cal,nodisturb,ME,intensive,521,513.9,7.2,59,37
FVS_cal,disturbed,ME,intensive,514.4,507.3,7.1,59,37
FVS_def,nodisturb,ME,intensive,786.8,777.3,9.5,70,43
FVS_def,disturbed,ME,intensive,778.4,769,9.4,69,42
LANDIS,nodisturb,ME,intensive,1130.6,1118.4,12.2,80,47
LANDIS,disturbed,ME,intensive,1120.1,1107.9,12.1,80,47
YieldCurve,nodisturb,ME,intensive,580.4,572.7,7.7,61,38
YieldCurve,disturbed,ME,intensive,573.4,565.7,7.6,61,38
CBM,nodisturb,ME,reserve,523.2,523.2,0,0,0
CBM,disturbed,ME,reserve,516.8,516.8,0,0,0
FVS_cal,nodisturb,ME,reserve,547.2,547.2,0,0,0
FVS_cal,disturbed,ME,reserve,540.4,540.4,0,0,0
FVS_def,nodisturb,ME,reserve,819.5,819.5,0,0,0
FVS_def,disturbed,ME,reserve,810.9,810.9,0,0,0
LANDIS,nodisturb,ME,reserve,1170.8,1170.8,0,0,0
LANDIS,disturbed,ME,reserve,1160,1160,0,0,0
YieldCurve,nodisturb,ME,reserve,608,608,0,0,0
YieldCurve,disturbed,ME,reserve,600.8,600.8,0,0,0
CBM,nodisturb,MI,BAU,430.4,352.2,78.2,644,434
CBM,disturbed,MI,BAU,416.5,339.7,76.8,638,432
FVS_cal,nodisturb,MI,BAU,406.1,329.2,77,646,436
FVS_cal,disturbed,MI,BAU,392.3,316.8,75.5,640,434
FVS_def,nodisturb,MI,BAU,537,440.4,96.6,742,487
FVS_def,disturbed,MI,BAU,520.2,425.3,94.9,735,484
LANDIS,nodisturb,MI,BAU,717.5,599.6,117.8,849,545
LANDIS,disturbed,MI,BAU,697.5,581.7,115.8,842,542
YieldCurve,nodisturb,MI,BAU,501.3,411.5,89.8,706,468
YieldCurve,disturbed,MI,BAU,485.5,397.3,88.2,700,465
CBM,nodisturb,MI,conservation,587.2,545.9,41.3,301,196
CBM,disturbed,MI,conservation,571.1,530.4,40.6,299,195
FVS_cal,nodisturb,MI,conservation,562,521.2,40.8,302,197
FVS_cal,disturbed,MI,conservation,546,505.8,40.1,300,196
FVS_def,nodisturb,MI,conservation,726.7,676.2,50.5,346,220
FVS_def,disturbed,MI,conservation,707.3,657.7,49.7,343,218
LANDIS,nodisturb,MI,conservation,943,882.1,60.9,396,246
LANDIS,disturbed,MI,conservation,920,860.1,59.9,392,244
YieldCurve,nodisturb,MI,conservation,678.6,631.6,47,330,211
YieldCurve,disturbed,MI,conservation,660.4,614.1,46.3,327,210
CBM,nodisturb,MI,intensive,239.8,129.5,110.3,1186,860
CBM,disturbed,MI,intensive,229.4,121.6,107.8,1175,854
FVS_cal,nodisturb,MI,intensive,218.6,111.4,107.2,1188,863
FVS_cal,disturbed,MI,intensive,208.3,103.6,104.7,1177,858
FVS_def,nodisturb,MI,intensive,300.1,161,139.1,1371,964
FVS_def,disturbed,MI,intensive,287.5,151.4,136.1,1358,958
LANDIS,nodisturb,MI,intensive,428.5,254.3,174.2,1575,1081
LANDIS,disturbed,MI,intensive,413.4,242.7,170.7,1560,1074
YieldCurve,nodisturb,MI,intensive,281.7,153.1,128.6,1303,926
YieldCurve,disturbed,MI,intensive,269.8,144,125.8,1291,920
CBM,nodisturb,MI,reserve,742.2,742.2,0,0,0
CBM,disturbed,MI,reserve,724.2,724.2,0,0,0
FVS_cal,nodisturb,MI,reserve,716.6,716.6,0,0,0
FVS_cal,disturbed,MI,reserve,698.6,698.6,0,0,0
FVS_def,nodisturb,MI,reserve,911.8,911.8,0,0,0
FVS_def,disturbed,MI,reserve,890.2,890.2,0,0,0
LANDIS,nodisturb,MI,reserve,1160.7,1160.7,0,0,0
LANDIS,disturbed,MI,reserve,1135.1,1135.1,0,0,0
YieldCurve,nodisturb,MI,reserve,852.5,852.5,0,0,0
YieldCurve,disturbed,MI,reserve,832.2,832.2,0,0,0
CBM,nodisturb,MN,BAU,450.6,436.4,14.2,111,70
CBM,disturbed,MN,BAU,445,431,14.1,110,70
FVS_cal,nodisturb,MN,BAU,342.9,331.2,11.7,100,65
FVS_cal,disturbed,MN,BAU,338.2,326.6,11.6,99,65
FVS_def,nodisturb,MN,BAU,540.8,524.4,16.4,122,76
FVS_def,disturbed,MN,BAU,534.5,518.2,16.3,122,76
LANDIS,nodisturb,MN,BAU,762,740,22,153,92
LANDIS,disturbed,MN,BAU,753.6,731.8,21.8,152,92
YieldCurve,nodisturb,MN,BAU,392.5,378.7,13.9,112,72
YieldCurve,disturbed,MN,BAU,387,373.3,13.8,112,71
CBM,nodisturb,MN,conservation,480.2,474.2,6.1,46,29
CBM,disturbed,MN,conservation,474.5,468.5,6,46,29
FVS_cal,nodisturb,MN,conservation,368.4,363.4,5,42,27
FVS_cal,disturbed,MN,conservation,363.5,358.5,5,41,27
FVS_def,nodisturb,MN,conservation,574.5,567.5,7,51,32
FVS_def,disturbed,MN,conservation,567.9,561,7,51,31
LANDIS,nodisturb,MN,conservation,805.9,796.5,9.4,64,38
LANDIS,disturbed,MN,conservation,797.3,788,9.3,63,38
YieldCurve,nodisturb,MN,conservation,422.2,416.3,5.9,47,30
YieldCurve,disturbed,MN,conservation,416.5,410.6,5.9,47,30
CBM,nodisturb,MN,intensive,384.1,352.5,31.6,261,169
CBM,disturbed,MN,intensive,379,347.6,31.4,260,168
FVS_cal,nodisturb,MN,intensive,286.1,260.2,25.9,235,156
FVS_cal,disturbed,MN,intensive,281.8,256.1,25.7,234,155
FVS_def,nodisturb,MN,intensive,465,428.2,36.8,289,183
FVS_def,disturbed,MN,intensive,459.1,422.6,36.5,288,183
LANDIS,nodisturb,MN,intensive,662.6,613,49.6,362,222
LANDIS,disturbed,MN,intensive,654.8,605.6,49.2,360,221
YieldCurve,nodisturb,MN,intensive,326.2,295.4,30.7,265,172
YieldCurve,disturbed,MN,intensive,321,290.6,30.5,264,172
CBM,nodisturb,MN,reserve,501.9,501.9,0,0,0
CBM,disturbed,MN,reserve,496.1,496.1,0,0,0
FVS_cal,nodisturb,MN,reserve,387.2,387.2,0,0,0
FVS_cal,disturbed,MN,reserve,382.2,382.2,0,0,0
FVS_def,nodisturb,MN,reserve,599.1,599.1,0,0,0
FVS_def,disturbed,MN,reserve,592.4,592.4,0,0,0
LANDIS,nodisturb,MN,reserve,837.9,837.9,0,0,0
LANDIS,disturbed,MN,reserve,829.1,829.1,0,0,0
YieldCurve,nodisturb,MN,reserve,444,444,0,0,0
YieldCurve,disturbed,MN,reserve,438.2,438.2,0,0,0
CBM,nodisturb,MO,BAU,736,732.1,3.9,33,20
CBM,disturbed,MO,BAU,723.8,719.9,3.9,32,20
CEM,nodisturb,MO,BAU,242.9,241.1,1.8,21,14
CEM,disturbed,MO,BAU,236.8,235,1.8,20,14
FVS_cal,nodisturb,MO,BAU,875.5,870.9,4.6,37,23
FVS_cal,disturbed,MO,BAU,861.2,856.6,4.6,37,23
FVS_def,nodisturb,MO,BAU,1027.7,1022.4,5.3,41,24
FVS_def,disturbed,MO,BAU,1011.6,1006.4,5.2,40,24
YieldCurve,nodisturb,MO,BAU,496.8,493.7,3.1,29,18
YieldCurve,disturbed,MO,BAU,486.9,483.8,3.1,29,18
CBM,nodisturb,MO,conservation,744.3,742.8,1.5,13,8
CBM,disturbed,MO,conservation,732.1,730.6,1.5,13,8
CEM,nodisturb,MO,conservation,247.4,246.7,0.7,8,5
CEM,disturbed,MO,conservation,241.2,240.5,0.7,8,5
FVS_cal,nodisturb,MO,conservation,885.3,883.5,1.8,15,9
FVS_cal,disturbed,MO,conservation,870.9,869.1,1.8,14,9
FVS_def,nodisturb,MO,conservation,1038.6,1036.5,2.1,16,9
FVS_def,disturbed,MO,conservation,1022.5,1020.4,2,16,9
YieldCurve,nodisturb,MO,conservation,503.8,502.6,1.2,11,7
YieldCurve,disturbed,MO,conservation,493.8,492.6,1.2,11,7
CBM,nodisturb,MO,intensive,716.9,707.6,9.3,78,49
CBM,disturbed,MO,intensive,704.9,695.7,9.2,78,49
CEM,nodisturb,MO,intensive,232.8,228.5,4.3,49,34
CEM,disturbed,MO,intensive,226.8,222.5,4.2,49,34
FVS_cal,nodisturb,MO,intensive,853.2,842.2,11,90,55
FVS_cal,disturbed,MO,intensive,839.1,828.2,10.9,89,54
FVS_def,nodisturb,MO,intensive,1002.8,990.3,12.5,98,59
FVS_def,disturbed,MO,intensive,987,974.6,12.4,97,58
YieldCurve,nodisturb,MO,intensive,481,473.6,7.3,69,44
YieldCurve,disturbed,MO,intensive,471.2,463.9,7.2,69,44
CBM,nodisturb,MO,reserve,749.7,749.7,0,0,0
CBM,disturbed,MO,reserve,737.4,737.4,0,0,0
CEM,nodisturb,MO,reserve,250.2,250.2,0,0,0
CEM,disturbed,MO,reserve,244,244,0,0,0
FVS_cal,nodisturb,MO,reserve,891.5,891.5,0,0,0
FVS_cal,disturbed,MO,reserve,877.1,877.1,0,0,0
FVS_def,nodisturb,MO,reserve,1045.6,1045.6,0,0,0
FVS_def,disturbed,MO,reserve,1029.4,1029.4,0,0,0
YieldCurve,nodisturb,MO,reserve,508.2,508.2,0,0,0
YieldCurve,disturbed,MO,reserve,498.2,498.2,0,0,0
CBM,nodisturb,MS,BAU,655.2,607.6,47.6,345,223
CBM,disturbed,MS,BAU,643.7,596.6,47.1,343,222
CEM,nodisturb,MS,BAU,261.6,237.4,24.3,223,156
CEM,disturbed,MS,BAU,255.3,231.4,24,222,155
FVS_cal,nodisturb,MS,BAU,910.3,845.7,64.6,435,271
FVS_cal,disturbed,MS,BAU,895,831.1,63.9,432,270
FVS_def,nodisturb,MS,BAU,1340.1,1252.9,87.2,533,320
FVS_def,disturbed,MS,BAU,1320.1,1233.7,86.4,530,319
YieldCurve,nodisturb,MS,BAU,645.9,592.7,53.1,392,251
YieldCurve,disturbed,MS,BAU,632.9,580.3,52.6,389,250
CBM,nodisturb,MS,conservation,760.6,740.9,19.7,135,86
CBM,disturbed,MS,conservation,748.3,728.7,19.5,135,86
