PLOT,FIA_PLOT,FIRST_PLTCN,FIRST_INVYR,PUB_LAT,PUB_LONG,COUNTYCD,N_CYCLES,BIOM_2000_Mgha,BIOM_2001_Mgha,BIOM_2002_Mgha,BIOM_2003_Mgha,BIOM_2004_Mgha,BIOM_2005_Mgha,BIOM_2006_Mgha,BIOM_2007_Mgha,BIOM_2008_Mgha,BIOM_2009_Mgha,BIOM_2010_Mgha,BIOM_2011_Mgha,BIOM_2012_Mgha,BIOM_2013_Mgha,BIOM_2014_Mgha,BIOM_2015_Mgha,BIOM_2016_Mgha,BIOM_2017_Mgha,BIOM_2018_Mgha,BIOM_2019_Mgha,BIOM_2020_Mgha,BIOM_2021_Mgha,BIOM_2022_Mgha,BIOM_2023_Mgha,BIOM_2024_Mgha,BIOM_2025_Mgha
2021,20166,55947634010661,2003,45.151153,-84.574989,137,4,,,,129.045,,,,,140.354,,,,,169.986,,,,,,,184.396,,,,,
2022,20166,55089739010661,2003,44.766459,-84.576569,39,4,,,,29.118,,,,,36.465,,,,,49.179,,,,,,,55.106,,,,,
2023,20166,55191865010661,2000,43.512065,-85.654655,123,4,95.773,,,,,109.337,,,,,117.571,,,,,147.452,,,,,,,,,,
2024,20166,55241506010661,2002,44.559584,-84.899572,79,4,,,79.472,,,,,98.25,,,,,,,,,,,132.579,,,,,,,169.331
2025,20166,55789845010661,2002,43.274796,-84.291688,145,4,,,116.133,,,,,123.892,,,,,131.625,,,,,,166.631,,,,,,,
2026,20167,55299707010661,2000,43.972313,-85.426301,133,4,44.333,,,,,,,,,,47.815,,,,,6.539,,,,,,,6.669,,,
2027,20167,56085649010661,2003,46.065645,-86.433553,153,4,,,,72.519,,,,,85.555,,,,,119.2,,,,,,,137.365,,,,,
2028,20167,100249813010661,2005,46.515027,-86.170038,3,4,,,,,,120.978,,,,,146.419,,,,,167.171,,,,,,,188.817,,,
2029,20167,102323170010661,2006,42.685139,-83.461184,125,4,,,,,,,212.417,,,,,237.646,,,,,,252.014,,,,,,,299.126,
2030,20168,55506313010661,2001,45.10733,-84.671154,137,4,,126.836,,,,,138.861,,,,,160.344,,,,,185.761,,,,,,,,,
2031,20168,54831620010661,2003,44.624358,-83.611356,1,4,,,,48.062,,,,,64.27,,,,,97.053,,,,,,,134.181,,,,,
2032,20168,54589790010661,2000,45.213003,-84.302994,31,4,17.371,,,,,20.089,,,,,26.844,,,,,,33.843,,,,,,,,,
2033,20168,55352904010661,2001,45.013908,-84.346662,119,4,,97.1,,,,,119.19,,,,,,,,,,,56.196,,,,,,,67.86,
2034,20169,102443900010661,2006,46.035715,-88.142003,71,4,,,,,,,93.33,,,,,96.879,,,,,,111.593,,,,,,,147.689,
2035,20169,89848688010661,2004,46.600977,-88.149026,13,4,,,,,249.048,,,,,235.586,,,,,264.805,,,,,,,248.679,,,,
2036,20169,89860425010661,2004,46.111544,-84.620366,97,4,,,,,61.268,,,,,57.164,,,,,82.227,,,,,,,118.325,,,,
2037,20169,54702004010661,2000,47.252231,-88.373095,61,4,166.537,,,,,163.121,,,,,157.608,,,,,155.121,,,,,,,,,,
2038,20170,54978015010661,2002,45.774703,-87.715679,43,4,,,142.25,,,,,132.729,,,,,137.167,,,,,,,139.063,,,,,,
2039,20170,55911681010661,2003,43.991836,-85.152021,133,4,,,,146.94,,,,,162.699,,,,,164.225,,,,,,,143.757,,,,,
2040,20171,102442739010661,2006,45.390144,-84.531255,31,4,,,,,,,0.434,,,,,0.659,,,,,,2.047,,,,,,,9.608,
2041,20171,55115558010661,2000,44.444978,-85.191842,113,4,29.154,,,,,,,,,,119.788,,,,,45.737,,,,,,,154.979,,,
2042,20172,89841444010661,2004,45.030634,-85.125489,9,4,,,,,114.198,,,,,121.272,,,,,99.908,,,,,,,119.63,,,,
2043,20173,89825321010661,2004,44.706605,-83.679898,1,4,,,,,66.128,,,,,89.415,,,,,,110.325,,,,,,,112.131,,,
2044,20174,102517782010661,2007,46.522412,-89.699063,131,4,,,,,,,,111.089,,,,,118.441,,,,,,131.227,,,,,,,135.625
2045,20174,100240581010661,2005,45.299579,-84.270011,31,4,,,,,,22.277,,,,,19.997,,,,,24.141,,,,,,,32.994,,,
2046,20174,54549005010661,2000,46.28455,-86.64643,3,4,55.562,,,,,59.714,,,,,70.969,,,,,,85.63,,,,,,,,,
2047,20175,55814524010661,2003,42.752319,-83.30317,125,4,,,,22.806,,,,,27.33,,,,,38.293,,,,,,,60.394,,,,,
2048,20176,55029874010661,2001,47.445069,-88.074651,83,4,,112.091,,,,,124.213,,,,,143.233,,,,,,,,,,,,,31.083,
2049,20176,54687735010661,2000,46.622155,-90.077818,53,4,331.246,,,,,332.948,,,,,367.424,,,,,,,,,,,,,341.807,,
2050,20177,55111955010661,2003,45.885517,-86.881035,41,4,,,,7.202,,,,,26.521,,,,,34.428,,,,,,,53.054,,,,,
2051,20177,100201868010661,2005,44.355708,-84.187157,129,4,,,,,,160.448,,,,,190.129,,,,,,223.981,,,,,,,141.772,,
2052,20177,55781275010661,2002,44.419713,-84.797376,143,4,,,56.126,,,,,55.608,,,,,47.07,,,,,,,45.86,,,,,,
2053,20178,55325629010661,2000,44.889842,-84.816675,137,4,250.72,,,,,304.371,,,,,,,,,,,252.605,,,,,,,246.622,,
2054,20178,55350696010661,2001,45.09064,-84.315847,119,4,,172.524,,,,,165.616,,,,,163.432,,,,,,,,,,,,,188.944,
2055,20180,55626521010661,2001,46.230105,-86.587463,153,4,,222.522,,,,,253.097,,,,,279.273,,,,,,,,,,,,,166.53,
2056,20181,89760046010661,2004,45.996789,-87.339896,103,4,,,,,62.103,,,,,68.177,,,,,81.16,,,,,,,78.213,,,,
2057,20181,89829207010661,2004,46.25459,-86.664222,3,4,,,,,33.199,,,,,35.017,,,,,42.438,,,,,,,55.531,,,,
2058,20181,55513509010661,2001,44.880002,-84.374829,137,4,,55.183,,,,,62.294,,,,,68.151,,,,,,87.179,,,,,,,,
2059,20181,54999798010661,2003,45.313233,-84.515665,31,4,,,,141.271,,,,,137.67,,,,,167.43,,,,,,167.72,,,,,,
2060,20182,89626767010661,2004,45.256104,-84.487962,31,4,,,,,147.227,,,,,163.527,,,,,166.838,,,,,,,178.683,,,,
2061,20182,54567164010661,2000,46.609571,-88.488062,13,4,152.847,,,,,,,,,,126.707,,,,,,152.496,,,,,,,182.417,,
2062,20183,55817559010661,2003,42.457571,-83.461843,125,4,,,,200.751,,,,,177.874,,,,,247.384,,,,,,,267.829,,,,,
2063,20183,54932802010661,2002,46.035417,-87.054066,41,4,,,48.676,,,,,52.331,,,,,45.529,,,,,,,75.317,,,,,,
2064,20184,54898253010661,2001,46.938377,-88.648477,61,4,,40.341,,,,,56.884,,,,,68.633,,,,,,63.942,,,,,,,,
2065,20184,89867072010661,2004,45.955672,-83.568698,33,4,,,,,52.301,,,,,60.175,,,,,64.764,,,,,,,89.701,,,,
2066,20184,89599086010661,2004,44.740312,-84.933936,79,4,,,,,202.877,,,,,225.538,,,,,178.174,,,,,,,174.853,,,,
2067,20185,55344088010661,2003,46.310699,-88.692222,71,4,,,,133.609,,,,,137.682,,,,,131.224,,,,,,88.695,,,,,,
2068,20185,55814774010661,2003,42.678877,-83.52582,125,4,,,,211.662,,,,,189.954,,,,,220.281,,,,,,,253.343,,,,,
2069,20185,102508818010661,2007,43.73516,-85.487245,107,4,,,,,,,,12.505,,,,,18.758,,,,,,22.335,,,,,,,2.917
2070,20186,60154848010661,2002,46.321642,-86.556242,153,4,,,166.672,,,,,185.617,,,,,217.414,,,,,,,238.563,,,,,,
2071,20187,55645430010661,2003,46.405031,-88.089747,103,4,,,,14.065,,,,,13.077,,,,,14.902,,,,,,,12.832,,,,,
2072,20187,54673034010661,2000,46.494652,-89.417455,53,4,29.193,,,,,21.954,,,,,27.339,,,,,,,,,,,,,5.759,,
2073,20188,54616214010661,2001,46.547921,-86.287132,3,4,,70.333,,,,,86.561,,,,,95.141,,,,,,,,,,,,,86.299,
2074,20188,55247696010661,2003,46.357706,-89.565002,53,4,,,,134.672,,,,,121.12,,,,,133.797,,,,,,141.36,,,,,,
2075,20188,89686779010661,2004,46.954385,-89.069322,131,4,,,,,174.878,,,,,191.065,,,,,,226.796,,,,,,,263.075,,,
2076,20188,55754105010661,2002,45.42179,-83.908497,141,4,,,11.428,,,,,,,,,,17.087,,,,,,17.199,,,,,,,32.355
2077,20189,89806282010661,2004,45.829819,-87.75911,43,4,,,,,47.136,,,,,46.179,,,,,15.679,,,,,,,31.795,,,,
2078,20189,89626894010661,2004,45.262338,-84.295849,31,4,,,,,128.251,,,,,137.539,,,,,,150.884,,,,,,,169.233,,,
2079,20189,55912264010661,2003,43.985029,-85.505991,133,4,,,,29.242,,,,,34.305,,,,,38.178,,,,,,,40.497,,,,,
2080,20189,55335415010661,2002,46.590335,-85.342428,95,4,,,153.113,,,,,,,,,,102.02,,,,,,127.804,,,,,,,166.232
2081,20190,55977431010661,2003,45.219982,-83.811647,141,4,,,,112.02,,,,,114.556,,,,,129.032,,,,,,,140.364,,,,,
2082,20190,89850525010661,2004,46.70973,-88.637486,13,4,,,,,183.617,,,,,199.51,,,,,,225.547,,,,,,,258.653,,,
2083,20190,55152989010661,2003,46.183704,-87.825654,43,4,,,,7.956,,,,,22.515,,,,,32.03,,,,,,,47.703,,,,,
2084,20190,102443366010661,2006,46.255135,-85.177426,33,4,,,,,,,17.124,,,,,23.523,,,,,,29.359,,,,,,,27.796,
2085,20191,89592411010661,2004,46.026662,-88.761466,71,4,,,,,64.473,,,,,54.115,,,,,73.757,,,,,,,105.33,,,,
2086,20191,89818263010661,2004,46.244918,-89.548597,53,4,,,,,99.892,,,,,112.613,,,,,,130.041,,,,,,,131.291,,,
2087,20192,54970351010661,2002,46.050879,-88.0853,43,4,,,102.319,,,,,124.761,,,,,,,,,,,172.045,,,,,,,198.909
2088,20192,54587850010661,2000,45.302917,-84.694719,31,4,252.508,,,,,247.653,,,,,257.734,,,,,,,,,,,,148.713,,,
2089,20192,55323343010661,2002,46.424587,-85.788784,95,4,,,158.006,,,,,139.17,,,,,154.577,,,,,,,,,,,,,129.645
2090,20193,54729820010661,2002,46.336767,-87.090359,3,4,,,45.946,,,,,48.378,,,,,,,,,,,67.777,,,,,,,60.697
2091,20193,89645782010661,2004,45.261767,-83.583174,141,4,,,,,31.865,,,,,34.518,,,,,,9.679,,,,,,,12.87,,,
2092,20194,100260107010661,2005,45.556532,-87.315201,41,4,,,,,,93.896,,,,,99.447,,,,,110.025,,,,,,,122.689,,,
2093,20195,56057671010661,2003,46.36971,-85.932668,153,4,,,,97.395,,,,,106.587,,,,,120.428,,,,,,,131.661,,,,,
2094,20195,89639634010661,2004,46.273996,-85.023101,33,4,,,,,68.627,,,,,75.395,,,,,,95.573,,,,,,,115.062,,,
2095,20197,55514329010661,2003,46.383533,-85.607726,95,4,,,,120.081,,,,,105.928,,,,,122.783,,,,,,,142.108,,,,,
2096,20197,55049211010661,2002,46.331296,-89.131391,53,4,,,164.229,,,,,,,,,,178.566,,,,,,193.191,,,,,,,215.143
2097,20198,55896364010661,2003,46.747502,-89.392188,131,4,,,,56.837,,,,,66.992,,,,,86.311,,,,,,,96.091,,,,,
2098,20198,54866966010661,2003,46.208918,-86.924953,3,4,,,,71.831,,,,,74.664,,,,,82.609,,,,,,,97.895,,,,,
2099,20199,55345367010661,2002,46.196053,-85.178486,97,4,,,103.401,,,,,110.827,,,,,127.14,,,,,,,115.297,,,,,,
2100,20199,89828786010661,2004,46.329761,-87.015409,3,4,,,,,107.179,,,,,121.411,,,,,,101.54,,,,,,,106.548,,,
2101,20200,89843064010661,2004,44.870804,-84.847913,9,4,,,,,72.4,,,,,88.539,,,,,115.052,,,,,,,142.795,,,,
2102,20200,55450413010661,2003,44.145754,-85.591306,85,4,,,,117.579,,,,,132.227,,,,,148.213,,,,,,,160.332,,,,,
2103,20200,55316702010661,2003,43.756063,-82.63495,63,4,,,,130.694,,,,,141.451,,,,,157.344,,,,,,,151.559,,,,,
2104,20200,55003549010661,2001,44.624633,-84.90551,79,4,,0.732,,,,,1.089,,,,,,,,,,,0.278,,,,,,,3.842,
2105,20200,55007830010661,2002,43.114481,-83.52388,49,4,,,76.167,,,,,83.891,,,,,77.615,,,,,,,66.854,,,,,,
2106,20200,55548669010661,2002,44.275422,-84.865301,113,4,,,33.976,,,,,44.765,,,,,51.2,,,,,,,73.123,,,,,,
2107,20201,89810424010661,2004,45.49851,-85.081356,47,4,,,,,190.699,,,,,203.269,,,,,,133.795,,,,,,,150.852,,,
2108,20201,89730673010661,2004,42.022135,-83.978874,91,4,,,,,206.505,,,,,245.395,,,,,284.371,,,,,,,32.82,,,,
2109,20201,54705686010661,2000,46.996046,-88.827279,61,4,124.535,,,,,137.435,,,,,156.766,,,,,,,,,,,,,142.748,,
2110,20201,55488753010661,2003,42.764043,-83.83964,93,4,,,,27.572,,,,,33.63,,,,,36.669,,,,,,49.548,,,,,,
2111,20202,89803917010661,2004,46.132502,-87.989285,43,4,,,,,9.557,,,,,19.43,,,,,31.796,,,,,,,43.23,,,,
2112,20202,55144092010661,2003,46.051605,-86.840091,41,4,,,,175.696,,,,,238.831,,,,,284.795,,,,,,,305.476,,,,,
2113,20202,100231094010661,2005,41.892042,-83.999087,91,4,,,,,,34.257,,,,,42.877,,,,,,48.147,,,,,,,59.082,,
2114,20202,60785948010661,2003,42.211507,-85.783884,159,4,,,,81.427,,,,,117.271,,,,,151.719,,,,,,,189.301,,,,,
2115,20202,54924291010661,2001,43.076023,-85.293277,67,4,,14.569,,,,,24.378,,,,,38.201,,,,,,24.865,,,,,,,,
2116,20202,55001923010661,2002,45.59181,-84.751377,47,4,,,133.258,,,,,145.504,,,,,175.308,,,,,,,198.543,,,,,,
2117,20202,55359906010661,2002,45.976599,-84.388926,97,4,,,105.27,,,,,92.611,,,,,97.811,,,,,,,106.909,,,,,,
2118,20202,55190589010661,2003,42.603022,-84.918737,45,4,,,,97.013,,,,,114.557,,,,,142.292,,,,,,171.932,,,,,,
2119,20203,55229170010661,2000,43.486102,-86.253257,127,4,102.551,,,,,109.079,,,,,,,,,,131.715,,,,,,,18.458,,,
2120,20203,89617699010661,2004,41.849142,-86.238027,21,4,,,,,41.545,,,,,56.466,,,,,61.236,,,,,,,65.075,,,,
2121,20203,54968957010661,2003,41.826543,-85.098485,23,4,,,,86.836,,,,,133.299,,,,,167.724,,,,,,,187.167,,,,,
2122,20203,54773070010661,2002,46.831545,-88.678505,13,4,,,187.895,,,,,194.836,,,,,209.884,,,,,,,236.58,,,,,,
2123,20203,89808234010661,2004,42.478394,-84.784961,45,4,,,,,45.151,,,,,45.896,,,,,61.868,,,,,,,76.833,,,,
2124,20203,54803676010661,2000,43.044552,-85.502174,81,4,5.684,,,,,9.531,,,,,14.613,,,,,26.197,,,,,,,,,,
2125,20203,55081914010661,2000,45.338663,-87.416521,109,4,116.962,,,,,94.487,,,,,102.375,,,,,,116.368,,,,,,,,,
2126,20203,100222731010661,2005,46.205597,-88.814767,71,4,,,,,,24.875,,,,,34.244,,,,,,33.832,,,,,,,35.533,,
2127,20204,54615866010661,2000,44.512155,-84.383129,39,4,71.721,,,,,,,,,,80.578,,,,,87.222,,,,,,,110.725,,,
2128,20204,55229478010661,2000,43.801023,-86.285839,127,4,127.718,,,,,116.344,,,,,,,,,,137.375,,,,,,,147.983,,,
2129,20204,89736353010661,2004,46.266993,-85.253148,95,4,,,,,166.854,,,,,165.33,,,,,192.238,,,,,,,212.347,,,,
2130,20204,89721179010661,2004,43.41095,-85.20512,117,4,,,,,44.616,,,,,50.693,,,,,,28.892,,,,,,,29.716,,,
2131,20204,89652534010661,2004,43.007495,-82.638178,147,4,,,,,233.097,,,,,246.719,,,,,269.088,,,,,,,319.865,,,,
2132,20205,89685494010661,2004,46.62521,-89.57535,131,4,,,,,77.842,,,,,86.29,,,,,,85.269,,,,,,,80.921,,,
2133,20205,102507789010661,2007,42.340797,-84.561296,75,4,,,,,,,,25.513,,,,,18.458,,,,,,17.97,,,,,,,34.292
2134,20205,55397228010661,2003,42.364794,-85.537665,77,4,,,,123.132,,,,,142.203,,,,,175.334,,,,,,166.716,,,,,,
2135,20206,54803805010661,2000,42.968885,-85.538631,81,4,186.931,,,,,100.984,,,,,,,,,,,119.216,,,,,,,159.57,,
2136,20206,54968181010661,2001,46.266804,-88.750212,71,4,,75.356,,,,,82.1,,,,,89.028,,,,,,54.42,,,,,,,,
2137,20206,55388837010661,2003,42.369132,-84.69419,75,4,,,,52.267,,,,,66.663,,,,,62.932,,,,,,,65.535,,,,,
2138,20206,89654501010661,2004,43.629518,-83.005624,151,4,,,,,61.507,,,,,79.967,,,,,103.492,,,,,,,43.407,,,,
2139,20206,55366404010661,2001,43.147574,-86.283666,121,4,,157.319,,,,,172.867,,,,,196.888,,,,,,,,,,,,,,147.506
2140,20207,54554549010661,2000,42.569718,-86.050751,5,4,9.019,,,,,150.964,,,,,172.22,,,,,,,,,,,,,175.668,,
2141,20207,60170761010661,2002,43.572406,-83.114474,157,4,,,81.697,,,,,77.773,,,,,84.57,,,,,,,,,,,,,80.32
2142,20207,55693388010661,2002,46.469107,-89.189175,131,4,,,218.75,,,,,226.985,,,,,218.169,,,,,,244.769,,,,,,,
2143,20207,54971825010661,2002,46.004444,-87.937503,43,4,,,85.699,,,,,,,,,,40.735,,,,,,69.576,,,,,,,109.784
2144,20207,89668398010661,2004,42.178643,-84.075757,161,4,,,,,35.726,,,,,48.981,,,,,50.364,,,,,,,66.427,,,,
2145,20207,100224657010661,2005,42.285689,-84.662849,75,4,,,,,,43.841,,,,,51.888,,,,,,0.437,,,,,,,2.306,,
2146,20207,102507342010661,2007,43.11083,-83.341135,87,4,,,,,,,,36.22,,,,,45.988,,,,,,62.004,,,,,,,81.793
2147,20207,60161972010661,2002,42.808034,-84.352958,155,4,,,255.233,,,,,275.054,,,,,263.928,,,,,,,290.217,,,,,,
2148,20207,55003119010661,2003,45.395227,-84.641421,31,4,,,,128.21,,,,,107.153,,,,,113.883,,,,,,121.126,,,,,,
2149,20207,55760894010661,2003,43.142611,-85.181407,117,4,,,,50.409,,,,,71.429,,,,,105.991,,,,,,143.191,,,,,,
2150,20208,55224384010661,2001,46.447854,-87.250403,103,4,,75.644,,,,,79.567,,,,,74.082,,,,,,87.476,,,,,,,,
2151,20208,89603305010661,2004,47.468875,-87.791408,83,4,,,,,107.366,,,,,92.405,,,,,85.663,,,,,,,106.01,,,,
2152,20208,89651087010661,2004,43.416054,-84.16591,145,4,,,,,135.496,,,,,139.374,,,,,,165.642,,,,,,,198.747,,,
2153,20208,55345346010661,2001,43.305624,-85.525111,117,4,,78.072,,,,,102.355,,,,,122.806,,,,,,,,,,,,,,52.124
2154,20208,55587897010661,2001,41.760646,-85.713721,149,4,,14.358,,,,,19.698,,,,,30.435,,,,,40.517,,,,,,,,,
2155,20209,60189212010661,2002,42.348063,-84.063728,161,4,,,16.366,,,,,182.195,,,,,,,,,,,243.533,,,,,,,230.747
2156,20209,54804052010661,2000,43.27805,-85.73718,81,4,31.565,,,,,24.349,,,,,33.022,,,,,,40.615,,,,,,,,,
2157,20209,54657157010661,2001,46.88629,-88.490358,13,4,,173.79,,,,,200.717,,,,,,,,,,156.603,,,,,,,174.85,,
2158,20210,89674692010661,2004,43.54451,-85.840572,123,4,,,,,122.259,,,,,135.507,,,,,,125.232,,,,,,,103.957,,,
2159,20210,62225926010661,2000,44.179825,-85.514365,165,4,58.071,,,,,59.05,,,,,,,,,,,98.219,,,,,,,117.577,,
2160,20210,55421073010661,2003,43.216878,-85.669821,81,4,,,,182.224,,,,,186.176,,,,,194.179,,,,,,197.945,,,,,,
2161,20211,54777732010661,2001,46.08004,-86.872226,41,4,,151.202,,,,,174.863,,,,,200.92,,,,,,,,,,,,,82.467,
2162,20211,54734674010661,2002,46.511083,-86.107202,3,4,,,62.871,,,,,67.143,,,,,71.978,,,,,,,78.02,,,,,,
2163,20212,55421487010661,2003,42.969217,-85.779069,81,4,,,,88.819,,,,,134.267,,,,,23.537,,,,,,,235.09,,,,,
2164,20212,54733752010661,2002,46.64256,-86.03364,3,4,,,237.344,,,,,258.329,,,,,251.161,,,,,,,243.855,,,,,,
2165,20212,100180926010661,2005,46.437865,-86.047498,153,4,,,,,,1.152,,,,,2.597,,,,,,7.762,,,,,,,18.174,,
2166,20213,102448292010661,2006,44.693822,-83.945222,135,4,,,,,,,127.489,,,,,143.072,,,,,,164.783,,,,,,,187.893,
2167,20214,55031533010661,2002,46.187047,-89.110565,53,4,,,45.225,,,,,48.92,,,,,53.448,,,,,,,,,,,,,89.243
2168,20214,55906628010661,2003,46.610106,-89.635616,131,4,,,,158.438,,,,,172.483,,,,,170.143,,,,,,,169.388,,,,,
2169,20214,55607959010661,2003,46.747151,-87.953266,103,4,,,,37.713,,,,,40.79,,,,,43.76,,,,,,,60.223,,,,,
2170,20214,55267684010661,2001,44.132618,-86.062559,105,4,,72.783,,,,,87.653,,,,,,,,,,,92.523,,,,,,,113.201,
2171,20215,60365144010661,2001,44.361562,-85.667347,165,4,,205.089,,,,,232.591,,,,,,,,,,,197.521,,,,,,,237.367,
2172,20216,54968367010661,2002,46.157602,-87.705809,43,4,,,30.151,,,,,31.85,,,,,38.558,,,,,,,57.453,,,,,,
2173,20216,89787152010661,2004,46.184634,-88.651662,71,4,,,,,30.195,,,,,27.102,,,,,,28.744,,,,,,,34.089,,,
2174,20217,89605248010661,2004,47.203836,-88.239815,83,4,,,,,58.39,,,,,60.411,,,,,60.59,,,,,,,58.48,,,,
2175,20217,55121121010661,2003,45.837084,-86.918094,41,4,,,,42.154,,,,,28.641,,,,,34.648,,,,,,,30.739,,,,,
2176,20217,54884204010661,2000,46.603893,-85.77652,95,4,167.338,,,,,142.698,,,,,136.259,,,,,,,,,,,,,140.364,,
2177,20218,55051321010661,2000,45.868537,-87.542481,109,4,59.859,,,,,62.352,,,,,72.979,,,,,,,,,,,,,56.333,,
2178,20219,102449111010661,2006,44.446238,-83.60582,69,4,,,,,,,94.589,,,,,107.444,,,,,,128.391,,,,,,,150.464,
2179,20219,54608996010661,2001,44.697309,-83.548225,1,4,,75.571,,,,,74.123,,,,,,,,,,,,87.049,,,,,,,55.317
2180,20219,54726079010661,2002,46.579305,-85.902933,3,4,,,192.447,,,,,200.653,,,,,228.007,,,,,,,262.544,,,,,,
2181,20219,54925778010661,2002,44.611815,-84.373734,39,4,,,55.029,,,,,83.165,,,,,109.702,,,,,,,159.267,,,,,,
2182,20219,89771248010661,2004,47.039497,-88.866546,61,4,,,,,136.008,,,,,156.033,,,,,,175.746,,,,,,,191.008,,,
2183,20220,55265921010661,2003,46.291364,-89.592686,53,4,,,,154.123,,,,,162.27,,,,,158.607,,,,,,,166.199,,,,,
2184,20220,54551896010661,2000,46.276529,-86.836468,3,4,139.788,,,,,154.155,,,,,171.36,,,,,189.533,,,,,,,,,,
2185,20220,55031163010661,2003,46.078178,-84.093785,33,4,,,,25.304,,,,,28.896,,,,,29.243,,,,,,20.629,,,,,,
2186,20221,54786965010661,2001,45.906804,-87.855028,43,4,,162.887,,,,,157.06,,,,,162.324,,,,,,154.659,,,,,,,,
2187,20221,55652340010661,2002,46.968104,-88.940346,131,4,,,204.487,,,,,197.665,,,,,220.364,,,,,,,220.173,,,,,,
2188,20221,89655359010661,2004,43.551772,-83.046866,151,4,,,,,66.463,,,,,77.791,,,,,101.824,,,,,,,132.609,,,,
2189,20222,54975608010661,2002,45.837662,-87.825122,43,4,,,43.679,,,,,46.833,,,,,58.564,,,,,,,67.503,,,,,,
2190,20222,89674173010661,2004,43.638253,-85.790102,123,4,,,,,176.61,,,,,190.079,,,,,215.195,,,,,,,210.993,,,,
2191,20222,54823362010661,2001,46.545301,-90.118608,53,4,,78.065,,,,,87.497,,,,,98.101,,,,,,119.257,,,,,,,,
2192,20223,102443414010661,2006,46.711875,-85.136483,33,4,,,,,,,0.345,,,,,7.818,,,,,25.385,,,,,,,50.725,,
2193,20223,55488326010661,2001,44.601663,-84.052905,135,4,,12.785,,,,,17.487,,,,,19.643,,,,,,28.726,,,,,,,,
2194,20224,54865342010661,2000,46.513221,-85.775122,95,4,61.802,,,,,71.556,,,,,,,,,,28.265,,,,,,,53.196,,,
2195,20225,54835057010661,2001,46.580908,-89.893588,53,4,,89.159,,,,,105.777,,,,,120.974,,,,,,151.655,,,,,,,,
2196,20225,54700789010661,2001,46.318511,-84.610992,33,4,,47.154,,,,,51.404,,,,,,,,,,,12.549,,,,,,,15.219,
2197,20225,89833049010661,2004,46.459225,-86.960337,3,4,,,,,136.127,,,,,161.902,,,,,170.242,,,,,,,199.088,,,,
2198,20225,55133829010661,2001,46.159415,-85.209451,97,4,,104.471,,,,,99.235,,,,,,,,,,,27.81,,,,,,,41.317,
2199,20225,102449276010661,2006,44.669595,-83.872445,1,4,,,,,,,28.743,,,,,39.042,,,,,,56.183,,,,,,,77.026,
2200,20225,55612800010661,2002,43.47897,-85.584928,123,4,,,152.386,,,,,127.568,,,,,154.753,,,,,,,163.267,,,,,,
2201,20226,55102527010661,2002,46.915811,-88.622032,61,4,,,194.941,,,,,203.932,,,,,,,,,,,209.517,,,,,,,239.821
2202,20226,54627916010661,2000,45.644583,-87.278934,41,4,8.548,,,,,,,,,,11.759,,,,,,17.838,,,,,,,26.359,,
2203,20228,54946945010661,2001,46.186197,-88.612748,71,4,,112.768,,,,,,,,,,1.089,,,,,,7.313,,,,,,,37.125,
2204,20228,55150851010661,2002,44.471581,-83.621731,69,4,,,60.251,,,,,65.592,,,,,82.056,,,,,,,103.476,,,,,,
2205,20229,89850779010661,2004,46.667416,-88.669025,13,4,,,,,245.966,,,,,281.888,,,,,287.043,,,,,,,307.527,,,,
2206,20229,89592891010661,2004,46.270573,-88.831741,71,4,,,,,21.134,,,,,28.061,,,,,,35.524,,,,,,,34.914,,,
2207,20229,55115092010661,2003,45.742791,-86.968011,41,4,,,,0.416,,,,,0.447,,,,,1.133,,,,,,,10.464,,,,,
2208,20229,60207937010661,2002,44.334884,-85.805215,165,4,,,97.745,,,,,114.768,,,,,128.024,,,,,,,158.474,,,,,,
2209,20229,55034656010661,2003,46.00295,-83.978692,33,4,,,,61.396,,,,,53.687,,,,,73.747,,,,,,78.512,,,,,,
2210,20230,54878275010661,2000,46.386518,-85.512613,95,4,6.76,,,,,6.936,,,,,12.342,,,,,,17.29,,,,,,,,,
2211,20230,55059995010661,2003,46.376109,-84.666973,33,4,,,,117.876,,,,,109.743,,,,,126.102,,,,,,109.477,,,,,,
2212,20231,55477974010661,2002,43.912427,-86.090863,105,4,,,66.858,,,,,43.528,,,,,,,,,,,49.29,,,,,,,62.513
2213,20231,89691553010661,2004,46.642257,-89.029143,131,4,,,,,69.7,,,,,92.136,,,,,114.234,,,,,,,147.701,,,,
2214,20231,55298107010661,2003,46.695414,-88.705389,61,4,,,,137.96,,,,,145.864,,,,,144.776,,,,,,139.527,,,,,,
2215,20231,55152646010661,2002,44.319673,-83.680406,69,4,,,128.831,,,,,148.746,,,,,119.232,,,,,,,132.64,,,,,,
2216,20231,89632006010661,2004,46.257843,-84.885965,33,4,,,,,26.534,,,,,37.991,,,,,42.554,,,,,,,65.382,,,,
2217,20233,54810011010661,2000,47.420787,-87.74514,83,4,157.582,,,,,190.864,,,,,193.802,,,,,,191.793,,,,,,,,,
2218,20233,55478392010661,2002,43.856287,-86.128015,105,4,,,309.461,,,,,349.268,,,,,356.697,,,,,,,394.085,,,,,,
2219,20233,55719415010661,2002,44.646128,-83.899213,135,4,,,66.674,,,,,40.918,,,,,50.957,,,,,,,63.564,,,,,,
