PLOT,FIA_PLOT,FIRST_PLTCN,FIRST_INVYR,PUB_LAT,PUB_LONG,COUNTYCD,N_CYCLES,BIOM_2000_Mgha,BIOM_2001_Mgha,BIOM_2002_Mgha,BIOM_2003_Mgha,BIOM_2004_Mgha,BIOM_2005_Mgha,BIOM_2006_Mgha,BIOM_2007_Mgha,BIOM_2008_Mgha,BIOM_2009_Mgha,BIOM_2010_Mgha,BIOM_2011_Mgha,BIOM_2012_Mgha,BIOM_2013_Mgha,BIOM_2014_Mgha,BIOM_2015_Mgha,BIOM_2016_Mgha,BIOM_2017_Mgha,BIOM_2018_Mgha,BIOM_2019_Mgha,BIOM_2020_Mgha,BIOM_2021_Mgha,BIOM_2022_Mgha,BIOM_2023_Mgha,BIOM_2024_Mgha,BIOM_2025_Mgha
1280,20586,64183996010661,2002,46.184492,-90.813457,3,5,,,180.292,,,,,188.039,,,,,193.044,,,,,,215.451,,,,,,,239.24
1281,20588,63663962010661,2000,46.21686,-92.220339,31,5,79.29,,,,,89.661,,,,,94.619,,,,,86.874,,,,,,,108.532,,,
1282,20588,63761682010661,2000,45.291002,-87.884187,75,5,4.558,,,,,7.969,,,,,20.66,,,,,,45.636,,,,,,,97.562,,
1283,20590,64213364010661,2001,46.609684,-92.260502,31,5,,36.193,,,,,43.803,,,,,57.876,,,,,,74.394,,,,,,,99.763,
1284,20591,64213685010661,2001,46.544565,-91.779642,31,5,,102.61,,,,,99.156,,,,,93.254,,,,,,81.199,,,,,,,87.781,
1285,20592,64214170010661,2001,46.54965,-91.982411,31,5,,96.14,,,,,107.292,,,,,124.419,,,,,,137.203,,,,,,,175.5,
1286,20594,64214963010661,2001,46.521546,-92.139318,31,5,,223.459,,,,,153.599,,,,,127.856,,,,,,,147.352,,,,,,,138.218
1287,20595,64215458010661,2001,46.485253,-91.814062,31,5,,27.614,,,,,31.107,,,,,30.589,,,,,7.615,,,,,,,8.725,,
1288,20595,64187501010661,2002,46.118702,-90.318173,3,5,,,29.267,,,,,25.674,,,,,30.14,,,,,,37.578,,,,,,,44.124
1289,20596,63762543010661,2000,45.455611,-88.193309,75,5,96.343,,,,,101.393,,,,,126.485,,,,,,139.315,,,,,,,158.436,,
1290,20596,64187741010661,2002,46.014224,-90.89544,3,5,,,39.538,,,,,50.192,,,,,67.087,,,,,,74.726,,,,,,,95.51
1291,20597,63762790010661,2000,45.250894,-88.125437,75,5,81.075,,,,,106.766,,,,,101.323,,,,,102.337,,,,,,,102.717,,,
1292,20598,64180589010661,2001,45.023533,-90.277854,73,5,,27.08,,,,,30.344,,,,,34.533,,,,,,39.973,,,,,,,45.882,
1293,20601,64462843010661,2001,46.531022,-91.143869,7,5,,143.09,,,,,129.444,,,,,135.612,,,,,,139.467,,,,,,,14.531,
1294,20603,63763469010661,2000,45.437727,-88.369624,75,5,115.842,,,,,138.555,,,,,152.138,,,,,170.119,,,,,,,200.282,,,
1295,20604,64704947010661,2000,46.898286,-90.766435,7,5,272.586,,,,,288.74,,,,,292.937,,,,,,288.79,,,,,,,318.29,,
1296,20604,64217882010661,2001,46.717614,-91.68677,31,5,,64.625,,,,,50.533,,,,,55.876,,,,,,65.054,,,,,,,84.627,
1297,20606,63854959010661,2000,46.790417,-90.982268,7,5,129.045,,,,,141.403,,,,,164.974,,,,,,179.209,,,,,,,203.026,,
1298,20606,64218332010661,2001,46.624121,-91.944546,31,5,,29.196,,,,,11.519,,,,,6.048,,,,,,,4.265,,,,,,,1.644
1299,20607,63763799010661,2000,45.20623,-88.211396,75,5,114.667,,,,,111.618,,,,,114.276,,,,,,111.79,,,,,,,119.823,,
1300,20610,63855844010661,2000,46.272469,-91.045032,7,5,10.37,,,,,11.967,,,,,13.138,,,,,,14.239,,,,,,,16.37,,
1301,20611,63855950010661,2000,46.319654,-91.179241,7,5,68.44,,,,,77.481,,,,,82.033,,,,,,73.709,,,,,,,81.164,,
1302,20611,64219357010661,2001,46.25939,-91.690733,31,5,,8.803,,,,,11.743,,,,,16.08,,,,,,26.147,,,,,,,35.997,
1303,20614,64329227010661,2001,45.578711,-87.946394,75,5,,70.448,,,,,87.252,,,,,79.647,,,,,,83.899,,,,,,,78.603,
1304,20616,64329989010661,2001,45.468494,-88.119645,75,5,,38.356,,,,,58.211,,,,,74.212,,,,,,97.915,,,,,,,126.505,
1305,20617,64330379010661,2001,45.461746,-88.32769,75,5,,73.147,,,,,94.215,,,,,99.637,,,,,,,131.024,,,,,,,160.059
1306,20620,63856661010661,2000,46.399757,-91.316996,7,5,125.968,,,,,116.181,,,,,103.512,,,,,,127.246,,,,,,,132.837,,
1307,20622,63857374010661,2000,46.227786,-91.398533,7,5,225.76,,,,,258.954,,,,,222.872,,,,,,225.132,,,,,,,235.002,,
1308,20622,64331908010661,2001,45.333808,-88.195589,75,5,,112.628,,,,,114.05,,,,,127.077,,,,,138.368,,,,,,,142.619,,
1309,20625,64332845010661,2001,45.232051,-88.230418,75,5,,92.745,,,,,91.414,,,,,87.486,,,,,,100.205,,,,,,,106.323,
1310,20626,64333671010661,2001,45.119407,-87.762564,75,5,,59.953,,,,,18.834,,,,,115.538,,,,,,151.649,,,,,,,170.084,
1311,20627,64333961010661,2001,45.276417,-87.70089,75,5,,43.136,,,,,48.477,,,,,52.158,,,,,59.786,,,,,,,64.127,,
1312,20630,64334324010661,2001,45.019952,-87.795712,75,5,,70.327,,,,,80.292,,,,,93.167,,,,,,,123.707,,,,,,,140.197
1313,20633,64335491010661,2001,45.421713,-88.006371,75,5,,99.902,,,,,48.281,,,,,55.687,,,,,72.646,,,,,,,102.334,,
1314,20634,64623800010661,2002,46.664378,-91.849214,31,5,,,40.083,,,,,47.525,,,,,31.004,,,,,,43.451,,,,,,,55.576
1315,20636,64463880010661,2001,46.921771,-90.930245,7,5,,97.422,,,,,99.713,,,,,112.404,,,,,,,137.174,,,,,,,115.636
1316,20640,64466273010661,2001,46.648478,-91.55043,7,5,,73.125,,,,,83.666,,,,,95.551,,,,,,117.361,,,,,,,86.37,
1317,20640,64624584010661,2002,46.532006,-91.576381,31,5,,,33.904,,,,,45.907,,,,,62.788,,,,,,83.72,,,,,,,104.806
1318,20641,63642443010661,2000,44.859997,-89.467787,73,5,6.163,,,,,22.863,,,,,41.908,,,,,72.857,,,,,,,157.875,,,
1319,20641,64467137010661,2001,46.615397,-91.037896,7,5,,29.5,,,,,34.887,,,,,47.202,,,,,,66.77,,,,,,,79.741,
1320,20646,63642982010661,2000,44.919292,-89.454976,73,5,7.498,,,,,5.91,,,,,9.771,,,,,,23.098,,,,,,,46.207,,
1321,20646,64469679010661,2001,46.352689,-91.293014,7,5,,177.982,,,,,172.511,,,,,192.965,,,,,,156.006,,,,,,,184.495,
1322,20646,64626475010661,2002,46.263804,-92.002297,31,5,,,24.208,,,,,30.905,,,,,35.153,,,,,,34.045,,,,,,,32.672
1323,20647,64626633010661,2002,46.259471,-92.215317,31,5,,,44.627,,,,,44.556,,,,,59.464,,,,,,64.351,,,,,,,64.227
1324,20647,64470272010661,2001,46.333295,-91.479302,7,5,,25.484,,,,,38.586,,,,,33.711,,,,,,39.439,,,,,,,51.933,
1325,20652,64473461010661,2001,46.264612,-91.169446,7,5,,121.244,,,,,118.712,,,,,137.412,,,,,,173.217,,,,,,,201.284,
1326,20655,64474747010661,2001,46.41239,-91.292554,7,5,,214.984,,,,,225.882,,,,,254.765,,,,,251.724,,,,,,,259.686,,
1327,20655,64628584010661,2002,46.401712,-92.144526,31,5,,,94.479,,,,,99.008,,,,,103.132,,,,,,107.441,,,,,,,119.181
1328,20656,63643316010661,2000,44.686762,-90.078101,73,5,5.125,,,,,11.001,,,,,13.902,,,,,,20.337,,,,,,,28.964,,
1329,20656,63764193010661,2000,45.316213,-88.144635,75,5,113.051,,,,,120.677,,,,,90.007,,,,,,94.649,,,,,,,101.581,,
1330,20657,64336357010661,2001,45.425032,-88.063493,75,5,,113.431,,,,,128.226,,,,,145.652,,,,,,157.017,,,,,,,168.017,
1331,20657,64629407010661,2002,46.329306,-91.993542,31,5,,,19.609,,,,,20.901,,,,,23.062,,,,,,22.77,,,,,,,18.76
1332,20658,64337301010661,2001,45.505839,-87.849527,75,5,,134.633,,,,,139.5,,,,,151.451,,,,,,166.106,,,,,,,167.142,
1333,20660,64517286010661,2002,45.578943,-88.07077,75,5,,,59.371,,,,,80.585,,,,,77.775,,,,,,92.819,,,,,,,106.597
1334,20662,63643479010661,2000,44.690221,-89.545929,73,5,116.881,,,,,135.927,,,,,150.045,,,,,,161.229,,,,,,,190.73,,
1335,20664,64519882010661,2002,45.428005,-88.136149,75,5,,,34.662,,,,,49.366,,,,,77.082,,,,,,86.725,,,,,,,88.393
1336,20667,64521936010661,2002,45.205677,-88.057994,75,5,,,139.895,,,,,143.376,,,,,158.294,,,,,,81.573,,,,,,,36.513
1337,20668,64522505010661,2002,45.124005,-87.903926,75,5,,,49.931,,,,,63.644,,,,,75.889,,,,,,93.284,,,,,,,119.182
1338,20669,64184418010661,2001,45.055189,-89.566652,73,5,,58.56,,,,,63.067,,,,,78.648,,,,,,93.217,,,,,,,108.8,
1339,20671,64523147010661,2002,45.042886,-88.102533,75,5,,,123.571,,,,,122.675,,,,,111.088,,,,,,107.804,,,,,,,112.094
1340,20671,64184673010661,2001,45.04246,-89.896161,73,5,,62.0,,,,,80.352,,,,,90.067,,,,,,100.535,,,,,,,117.985,
1341,20674,64524852010661,2002,45.674013,-87.85724,75,5,,,51.987,,,,,65.891,,,,,67.299,,,,,,95.826,,,,,,,111.01
1342,20674,64185213010661,2001,44.903227,-89.263269,73,5,,134.186,,,,,146.46,,,,,153.006,,,,,,166.237,,,,,,,162.921,
1343,20681,64223792010661,2002,46.78066,-90.941285,7,5,,,49.017,,,,,58.019,,,,,66.688,,,,,,61.981,,,,,,,77.19
1344,20684,64225200010661,2002,46.632346,-90.985348,7,5,,,64.223,,,,,94.679,,,,,120.16,,,,,,139.879,,,,,,,177.069
1345,20684,64187084010661,2001,44.734838,-89.505047,73,5,,20.776,,,,,28.45,,,,,31.146,,,,,,,38.767,,,,,,,59.156
1346,20689,64226572010661,2002,46.308837,-91.089623,7,5,,,111.35,,,,,105.879,,,,,115.22,,,,,,138.105,,,,,,,144.426
1347,20693,64227655010661,2002,46.454758,-91.40024,7,5,,,24.948,,,,,31.5,,,,,40.634,,,,,,63.64,,,,,,,97.251
1348,20696,64228575010661,2002,46.215286,-91.312079,7,5,,,112.872,,,,,121.084,,,,,122.923,,,,,,117.566,,,,,,,136.157
1349,20698,64229003010661,2002,46.782152,-91.291116,7,5,,,41.146,,,,,38.918,,,,,45.293,,,,,,60.823,,,,,,,85.23
1350,20699,64229339010661,2002,46.690517,-91.521896,7,5,,,45.432,,,,,57.552,,,,,67.33,,,,,,84.134,,,,,,,104.332
1351,20702,64229749010661,2002,46.394475,-91.278007,7,5,,,186.84,,,,,208.125,,,,,186.03,,,,,,163.16,,,,,,,183.169
1352,20723,64456580010661,2002,44.954255,-90.216982,73,5,,,69.348,,,,,71.884,,,,,26.115,,,,,,110.883,,,,,,,130.049
1353,20732,64458215010661,2002,45.079925,-90.140908,73,5,,,44.747,,,,,58.087,,,,,75.032,,,,,,69.97,,,,,,,91.772
1354,20734,64484594010661,2002,44.715187,-90.050017,73,5,,,71.901,,,,,96.648,,,,,117.544,,,,,,147.286,,,,,,,179.932
1355,20741,64476928010661,2001,46.177739,-91.326308,7,5,,220.256,,,,,212.614,,,,,222.946,,,,,,,250.828,,,,,,,260.067
1356,29001,63695873010661,2000,46.114291,-89.51968,125,5,97.826,,,,,101.346,,,,,123.808,,,,,,149.944,,,,,,,181.548,,
1357,29001,63833963010661,2001,45.968627,-90.138721,99,5,,15.987,,,,,21.997,,,,,31.262,,,,,,43.108,,,,,,,48.272,
1358,29010,64230112010661,2001,45.891286,-88.206924,37,5,,53.489,,,,,64.697,,,,,87.902,,,,,,117.987,,,,,,,134.715,
1359,29012,63698341010661,2000,46.117383,-89.365203,125,5,21.001,,,,,34.415,,,,,51.535,,,,,,77.587,,,,,,,116.73,,
1360,29016,63775727010661,2000,45.364115,-88.652846,83,5,261.128,,,,,274.252,,,,,268.801,,,,,,291.354,,,,,,,296.548,,
1361,29017,64319056010661,2002,45.354645,-90.152276,119,5,,,25.36,,,,,38.556,,,,,56.719,,,,,,74.816,,,,,,,48.865
1362,29018,63777560010661,2000,45.20223,-88.625509,83,5,40.489,,,,,48.479,,,,,75.568,,,,,106.392,,,,,,,111.043,,,
1363,29020,63675297010661,2000,45.448228,-88.542143,41,5,74.18,,,,,84.409,,,,,102.053,,,,,,93.639,,,,,,,115.811,,
1364,29022,64333469010661,2002,45.329984,-90.423215,119,5,,,105.689,,,,,115.24,,,,,118.084,,,,,,131.757,,,,,,,148.289
1365,29027,64453226010661,2001,46.748493,-91.224561,7,5,,61.116,,,,,60.707,,,,,59.853,,,,,,80.107,,,,,,,97.792,
1366,29029,64687828010661,2000,46.272586,-90.737533,3,5,244.631,,,,,239.274,,,,,270.618,,,,,272.282,,,,,,,314.01,,,
1367,29029,64658711010661,2002,45.673454,-88.446534,41,5,,,1.094,,,,,2.206,,,,,2.862,,,,,,2.948,,,,,,,2.77
1368,29031,64217777010661,2002,46.403114,-91.155282,7,5,,,55.101,,,,,66.51,,,,,73.317,,,,,,85.439,,,,,,,83.152
1369,29033,64658869010661,2002,45.628424,-88.898466,41,5,,,14.918,,,,,31.441,,,,,47.542,,,,,,97.735,,,,,,,114.96
1370,29034,64252211010661,2001,45.775325,-88.9961,41,5,,85.861,,,,,88.77,,,,,95.803,,,,,108.928,,,,,,,121.262,,
1371,29036,64299049010661,2001,46.315412,-90.884898,3,5,,195.048,,,,,204.57,,,,,224.897,,,,,,234.989,,,,,,,228.778,
1372,29037,63672907010661,2000,45.622796,-88.549673,41,5,16.501,,,,,37.519,,,,,61.461,,,,,,112.596,,,,,,,127.839,,
1373,29044,64480188010661,2001,46.638456,-91.120486,7,5,,222.646,,,,,220.834,,,,,234.85,,,,,,,234.757,,,,,,,258.76
1374,29056,63678190010661,2000,45.959683,-88.850295,41,5,39.402,,,,,45.478,,,,,68.882,,,,,,98.099,,,,,,,118.274,,
1375,29071,63673519010661,2000,45.924577,-88.957224,41,5,228.609,,,,,228.356,,,,,242.626,,,,,,265.562,,,,,,,301.875,,
1376,29079,64671778010661,2002,46.033129,-88.89179,41,5,,,70.989,,,,,94.852,,,,,114.223,,,,,,139.298,,,,,,,165.603
1377,10236,90706515010661,2004,44.672241,-92.097446,91,4,,,,,121.864,,,,,126.732,,,,,144.051,,,,,,,49.686,,,,
1378,10295,97201638010661,2005,43.31635,-90.810704,23,4,,,,,,101.713,,,,,111.202,,,,,121.477,,,,,,,126.52,,,
1379,10338,90777210010661,2004,43.989316,-89.585469,137,4,,,,,96.581,,,,,112.519,,,,,,127.474,,,,,,,99.666,,,
1380,10350,90738343010661,2004,43.90345,-89.612214,1,4,,,,,134.99,,,,,138.09,,,,,154.159,,,,,,,155.187,,,,
1381,10375,90720756010661,2004,42.677824,-89.238204,105,4,,,,,16.005,,,,,20.365,,,,,45.312,,,,,,,66.166,,,,
1382,10469,90652436010661,2004,43.324618,-88.819206,27,4,,,,,129.846,,,,,160.239,,,,,188.527,,,,,,,208.501,,,,
1383,10485,90724006010661,2004,45.292034,-91.327066,107,4,,,,,135.235,,,,,132.383,,,,,,155.153,,,,,,,181.157,,,
1384,10486,102485039010661,2006,45.920646,-92.226394,13,4,,,,,,,80.578,,,,,84.157,,,,,,109.343,,,,,,,133.237,
1385,10522,96234416010661,2005,44.712543,-87.353994,29,4,,,,,,188.982,,,,,164.313,,,,,,163.694,,,,,,,206.67,,
1386,10662,97200845010661,2005,45.986345,-90.838626,3,4,,,,,,133.449,,,,,138.079,,,,,142.144,,,,,,,141.52,,,
1387,10780,90603424010661,2004,45.245714,-88.308628,75,4,,,,,62.911,,,,,71.224,,,,,70.468,,,,,,,66.571,,,,
1388,20001,90709832010661,2004,45.226864,-92.203386,95,4,,,,,88.59,,,,,87.534,,,,,102.062,,,,,,,120.173,,,,
1389,20001,69759915010661,2003,43.501927,-90.818442,123,4,,,,13.493,,,,,22.566,,,,,36.073,,,,,,,60.316,,,,,
1390,20001,90621171010661,2004,42.824184,-90.864153,43,4,,,,,26.687,,,,,31.359,,,,,40.186,,,,,,,53.025,,,,
1391,20001,64203398010661,2001,46.503731,-92.052117,31,4,,133.408,,,,,,,,,,20.948,,,,,28.533,,,,,,,54.103,,
1392,20001,64439505010661,2001,45.771868,-90.567279,99,4,,103.654,,,,,112.269,,,,,118.005,,,,,,,,,,,,,16.669,
1393,20001,64023121010661,2002,45.528935,-91.477803,107,4,,,111.939,,,,,136.992,,,,,146.609,,,,,,,,,,,,,185.205
1394,20002,69903089010661,2003,43.809553,-91.068479,63,4,,,,75.156,,,,,62.83,,,,,49.534,,,,,,,66.432,,,,,
1395,20002,69858659010661,2003,46.304043,-91.866433,31,4,,,,91.235,,,,,104.403,,,,,96.016,,,,,,,112.372,,,,,
1396,20002,63807473010661,2001,45.733347,-91.616613,129,4,,204.54,,,,,247.011,,,,,,,,,,,198.933,,,,,,,251.808,
1397,20002,63811859010661,2001,43.505036,-88.282388,131,4,,39.85,,,,,56.069,,,,,71.397,,,,,,,,,,,,,96.427,
1398,20002,102485318010661,2006,44.757479,-90.938196,35,4,,,,,,,28.325,,,,,39.382,,,,,,,65.399,,,,,,,87.875
1399,20002,64378409010661,2002,42.728045,-88.456818,127,4,,,7.269,,,,,8.707,,,,,12.329,,,,,,,20.099,,,,,,
1400,20002,64181092010661,2002,46.127462,-90.546376,3,4,,,11.826,,,,,18.991,,,,,34.139,,,,,,47.087,,,,,,,
1401,20002,90621930010661,2004,42.915118,-91.011436,43,4,,,,,25.366,,,,,37.731,,,,,54.559,,,,,,,61.536,,,,
1402,20003,63724145010661,2000,42.765941,-88.939157,105,4,180.967,,,,,221.272,,,,,,,,,,,250.255,,,,,,,225.335,,
1403,20003,63699428010661,2000,45.954128,-89.458269,125,4,103.375,,,,,112.38,,,,,116.984,,,,,,121.783,,,,,,,,,
1404,20003,64104178010661,2001,44.278368,-91.111958,53,4,,93.376,,,,,,,,,,113.34,,,,,,130.065,,,,,,,188.477,
1405,20003,64250386010661,2002,45.893993,-92.220139,13,4,,,21.066,,,,,14.843,,,,,15.935,,,,,,,13.724,,,,,,
1406,20003,90732847010661,2004,45.197693,-91.528465,17,4,,,,,82.782,,,,,95.942,,,,,97.893,,,,,,,109.161,,,,
1407,20004,63616496010661,2000,43.769534,-89.928178,57,4,119.863,,,,,,,,,,110.412,,,,,134.468,,,,,,,167.486,,,
1408,20004,64426337010661,2001,45.458125,-92.25142,95,4,,83.124,,,,,27.474,,,,,,,,,,,82.585,,,,,,,22.996,
1409,20004,64532990010661,2002,45.108718,-88.973149,78,4,,,62.721,,,,,,,,,,95.4,,,,,,88.654,,,,,,,117.804
1410,20004,64143352010661,2002,43.889096,-91.133272,63,4,,,217.256,,,,,,,,,,58.41,,,,,,85.033,,,,,,,130.412
1411,20004,69961447010661,2003,46.198788,-90.790152,3,4,,,,94.116,,,,,104.093,,,,,104.158,,,,,,,118.965,,,,,
1412,20004,90652592010661,2004,45.158139,-87.196745,29,4,,,,,133.814,,,,,134.966,,,,,117.148,,,,,,,123.228,,,,
1413,20005,90701228010661,2004,45.99517,-91.600705,129,4,,,,,62.394,,,,,71.898,,,,,79.82,,,,,,,78.733,,,,
1414,20005,69968612010661,2003,46.671255,-91.382382,7,4,,,,73.637,,,,,78.544,,,,,85.175,,,,,,,53.362,,,,,
1415,20005,90772902010661,2004,46.204158,-90.064614,51,4,,,,,38.109,,,,,48.0,,,,,61.406,,,,,,,80.571,,,,
1416,20005,63852364010661,2000,43.390322,-90.905964,23,4,123.232,,,,,135.891,,,,,23.445,,,,,,,,,,,,28.857,,,
1417,20005,102484454010661,2006,44.199286,-90.967475,53,4,,,,,,,113.132,,,,,130.832,,,,,,172.093,,,,,,,235.934,
1418,20006,90605122010661,2004,44.885239,-88.54853,78,4,,,,,28.263,,,,,37.664,,,,,45.268,,,,,,,53.307,,,,
1419,20006,63797361010661,2000,44.518365,-88.393439,87,4,95.954,,,,,83.687,,,,,101.58,,,,,98.709,,,,,,,,,,
1420,20006,64211213010661,2002,46.728456,-91.186877,7,4,,,31.487,,,,,54.964,,,,,80.636,,,,,,,115.22,,,,,,
1421,20006,63986195010661,2002,45.820173,-90.506814,99,4,,,123.21,,,,,,,,,,3.446,,,,,,17.435,,,,,,,66.434
1422,20007,69982141010661,2003,44.405431,-87.806481,9,4,,,,87.525,,,,,105.149,,,,,109.146,,,,,,,130.546,,,,,
1423,20007,69798288010661,2003,43.436348,-90.3087,103,4,,,,122.306,,,,,136.178,,,,,125.863,,,,,,,92.556,,,,,
1424,20007,63627301010661,2000,45.225007,-88.889231,67,4,153.465,,,,,176.143,,,,,,,,,,,180.321,,,,,,,208.651,,
1425,20007,63690066010661,2000,46.086314,-89.957755,51,4,94.801,,,,,95.527,,,,,,,,,,34.887,,,,,,,51.254,,,
1426,20007,63684449010661,2000,42.969599,-89.942083,49,4,213.09,,,,,173.27,,,,,195.93,,,,,,184.405,,,,,,,,,
1427,20007,102484931010661,2006,46.217037,-91.608795,31,4,,,,,,,63.293,,,,,71.666,,,,,,88.376,,,,,,,114.697,
1428,20007,90631816010661,2004,44.380444,-91.150876,53,4,,,,,60.167,,,,,67.663,,,,,89.078,,,,,,,127.401,,,,
1429,20007,90634902010661,2004,44.119062,-90.225066,57,4,,,,,33.593,,,,,51.647,,,,,,66.372,,,,,,,66.249,,,
1430,20007,90663707010661,2004,45.818497,-88.302854,37,4,,,,,46.748,,,,,67.35,,,,,,80.627,,,,,,,99.954,,,
1431,20008,102483422010661,2006,42.873662,-89.753999,25,4,,,,,,,158.583,,,,,161.131,,,,,,170.287,,,,,,,161.081,
1432,20009,90703713010661,2004,42.957038,-88.131249,133,4,,,,,98.277,,,,,127.565,,,,,149.664,,,,,,,164.07,,,,
1433,20009,64512614010661,2001,46.052837,-92.333976,13,4,,57.445,,,,,53.326,,,,,60.766,,,,,,32.533,,,,,,,,
1434,20010,90614818010661,2004,45.749571,-89.860857,85,4,,,,,30.602,,,,,37.468,,,,,46.805,,,,,,,53.089,,,,
1435,20010,64341723010661,2001,44.915786,-88.60747,78,4,,163.36,,,,,197.227,,,,,191.158,,,,,,221.6,,,,,,,,
1436,20010,69898812010661,2003,45.143872,-87.052513,29,4,,,,52.232,,,,,48.939,,,,,51.179,,,,,,,57.148,,,,,
1437,20011,64115877010661,2002,44.214268,-91.10912,53,4,,,22.362,,,,,28.08,,,,,18.814,,,,,,,36.57,,,,,,
1438,20011,90593248010661,2004,44.735391,-89.696764,73,4,,,,,208.352,,,,,221.19,,,,,270.73,,,,,,,308.455,,,,
1439,20012,63820077010661,2001,43.986621,-89.350138,137,4,,15.195,,,,,,,,,,6.911,,,,,,9.035,,,,,,,12.179,
1440,20012,102549363010661,2007,45.910164,-88.189584,37,4,,,,,,,,10.705,,,,,14.697,,,,,,22.856,,,,,,,25.741
1441,20012,64029193010661,2002,45.321239,-91.03666,107,4,,,47.236,,,,,68.851,,,,,95.58,,,,,,,124.6,,,,,,
1442,20012,64587123010661,2002,44.647668,-92.42432,93,4,,,78.033,,,,,89.296,,,,,103.943,,,,,,,,,,,,,117.513
1443,20012,90736551010661,2004,43.95638,-89.926714,1,4,,,,,40.965,,,,,59.733,,,,,,92.697,,,,,,,68.646,,,
1444,20013,64072959010661,2001,45.23782,-90.602732,119,4,,189.799,,,,,,,,,,151.063,,,,,,186.725,,,,,,,223.394,
1445,20013,69847837010661,2003,43.0516,-88.735102,55,4,,,,28.218,,,,,31.208,,,,,41.661,,,,,,58.958,,,,,,
1446,20013,69876778010661,2003,45.535277,-88.994669,41,4,,,,37.974,,,,,57.457,,,,,97.386,,,,,,162.699,,,,,,
1447,20013,90598908010661,2004,45.302231,-88.026684,75,4,,,,,127.913,,,,,116.58,,,,,,131.353,,,,,,,136.362,,,
1448,20014,64506612010661,2002,45.207494,-88.219593,75,4,,,69.185,,,,,74.366,,,,,60.553,,,,,,,61.01,,,,,,
1449,20014,64095443010661,2002,46.357975,-90.261968,51,4,,,110.759,,,,,108.238,,,,,100.003,,,,,,,,,,,,,66.222
1450,20014,102484388010661,2006,45.494542,-90.497207,99,4,,,,,,,88.024,,,,,90.895,,,,,,,114.738,,,,,,,145.565
1451,20015,63711356010661,2000,44.441647,-88.85722,135,4,106.001,,,,,99.118,,,,,,,,,,126.003,,,,,,,142.276,,,
1452,20015,69960560010661,2003,46.011138,-90.413776,3,4,,,,68.932,,,,,65.554,,,,,73.903,,,,,,87.904,,,,,,
1453,20015,69875444010661,2003,45.909208,-89.015102,41,4,,,,255.476,,,,,276.845,,,,,283.536,,,,,,287.682,,,,,,
1454,20016,69769277010661,2003,46.057958,-91.699041,129,4,,,,16.767,,,,,30.485,,,,,50.475,,,,,,,75.024,,,,,
1455,20016,63616642010661,2000,43.678197,-90.019044,57,4,216.344,,,,,243.226,,,,,232.784,,,,,242.288,,,,,,,,,,
1456,20016,69885343010661,2003,45.188954,-91.586613,17,4,,,,25.556,,,,,36.448,,,,,26.841,,,,,,,32.775,,,,,
1457,20016,69966528010661,2003,45.326218,-91.694357,5,4,,,,187.665,,,,,209.614,,,,,160.883,,,,,,212.689,,,,,,
1458,20017,69869540010661,2003,45.773994,-88.52362,37,4,,,,41.914,,,,,48.964,,,,,63.99,,,,,,,72.465,,,,,
1459,20017,63617157010661,2000,44.217842,-90.136001,57,4,85.468,,,,,,,,,,74.182,,,,,,85.252,,,,,,,74.616,,
1460,20017,64367010010661,2001,44.782581,-88.134819,83,4,,59.228,,,,,72.673,,,,,93.108,,,,,100.063,,,,,,,,,
1461,20017,64181442010661,2002,46.040993,-90.698255,3,4,,,202.44,,,,,212.229,,,,,227.154,,,,,,,248.036,,,,,,
1462,20017,69918437010661,2003,44.803853,-89.452902,73,4,,,,118.789,,,,,136.899,,,,,165.124,,,,,,201.972,,,,,,
1463,20017,90718570010661,2004,43.225343,-90.455554,103,4,,,,,134.119,,,,,142.029,,,,,,153.213,,,,,,,149.585,,,
1464,20018,90687805010661,2004,44.334919,-91.244767,121,4,,,,,191.19,,,,,238.804,,,,,295.721,,,,,,,347.139,,,,
1465,20018,69786708010661,2003,44.657892,-89.692969,97,4,,,,6.229,,,,,7.588,,,,,7.804,,,,,,,4.542,,,,,
1466,20018,63765679010661,2000,43.7292,-89.262435,77,4,120.751,,,,,127.639,,,,,137.348,,,,,,,,,,,,,49.347,,
1467,20018,63710915010661,2000,44.492593,-89.010757,135,4,133.165,,,,,,,,,,137.007,,,,,,149.454,,,,,,,163.54,,
1468,20018,102552873010661,2007,44.012519,-88.716124,139,4,,,,,,,,14.816,,,,,25.978,,,,,,39.457,,,,,,,28.752
1469,20018,64512811010661,2002,45.221291,-88.292002,75,4,,,54.38,,,,,58.319,,,,,76.199,,,,,,81.433,,,,,,,
1470,20018,64189136010661,2002,46.328473,-90.900711,3,4,,,283.554,,,,,278.031,,,,,264.678,,,,,,,248.652,,,,,,
1471,20018,90636164010661,2004,43.653025,-90.225443,57,4,,,,,32.703,,,,,26.745,,,,,30.31,,,,,,,38.898,,,,
1472,20019,90760307010661,2004,44.042516,-88.107582,15,4,,,,,112.833,,,,,84.029,,,,,82.241,,,,,,,106.651,,,,
1473,20019,69868911010661,2003,45.776294,-88.666068,37,4,,,,81.65,,,,,93.392,,,,,106.319,,,,,,,119.27,,,,,
1474,20019,63755142010661,2000,45.223452,-90.111595,119,4,112.63,,,,,119.946,,,,,119.742,,,,,,,,,,,,144.146,,,
